# ID  X  Y  MAG_F336W  MAG_F555W  FLUX_F336W  FLUX_F555W
 2012    106.67    662.80    20.310    19.242       75.19      200.95
 2013    557.36    662.93    19.248    18.573      199.95      372.21
 2014     92.14    664.59    20.682    19.266       53.36      196.58
 2015    214.29    664.17    19.918    18.881      107.84      280.40
 2016    456.42    664.35    19.316    18.366      187.73      450.30
 2017    531.72    664.32    19.241    17.931      201.22      672.31
 2018    496.64    665.76    16.641    15.824     2206.83     4683.19
 2019    583.25    664.91    20.224    19.794       81.34      120.94
 2020    596.20    664.97    20.069    19.287       93.82      192.85
 2021    692.09    665.08    20.513    19.555       62.37      150.65
 2022    116.58    667.63    21.412    19.860       27.24      113.80
 2023    300.45    667.82    19.773    18.247      123.25      502.38
 2024    552.54    667.07    19.722    18.761      129.21      313.12
 2025    621.04    667.37    16.432    13.645     2674.16    34829.94
 2026    632.21    667.71    19.428    19.006      169.39      249.83
 2027    698.92    667.86    20.777    19.406       48.88      172.85
 2028    790.99    668.04    19.406    18.841      172.87      290.91
 2029    110.56    668.83    20.029    18.910       97.34      273.00
 2030    292.17    668.15    19.401    18.046      173.57      604.98
 2031    517.27    668.37    19.353    18.428      181.53      425.24
 2032    777.82    669.35    20.514    19.184       62.29      212.04
 2033    677.18    670.35    20.825    19.431       46.77      168.84
 2034    740.57    670.33    17.106    14.791     1437.22    12120.58
 2035    766.06    671.02    19.359    18.091      180.51      580.18
 2036    193.48    671.47    21.252    20.016       31.57       98.52
 2037    395.99    671.72    21.302    19.762       30.14      124.46
 2038    755.38    671.20    19.511    18.885      156.88      279.28
 2039    554.81    672.77    19.625    18.753      141.20      315.40
 2040    517.25    673.16    19.255    18.432      198.52      423.68
 2041    637.39    673.60    18.106    16.539      572.44     2423.60
 2042     67.06    674.96    20.253    19.622       79.23      141.62
 2043    542.65    674.38    20.144    19.351       87.60      181.87
 2044    585.21    674.59    19.575    18.511      147.84      394.08
 2045    700.16    674.99    20.015    18.992       98.66      252.98
 2046    135.11    675.35    20.312    19.627       75.05      140.98
 2047    210.99    675.36    20.190    19.162       83.91      216.34
 2048    359.31    675.55    21.791    20.130       19.21       88.74
 2049    748.77    675.30    19.762    18.814      124.48      298.16
 2050    663.98    676.31    19.520    18.707      155.66      328.92
 2051    156.48    676.95    20.475    19.337       64.59      184.18
 2052    236.36    677.23    21.158    20.085       34.43       92.49
 2053    272.40    677.68    21.171    19.961       34.01      103.61
 2054    287.66    677.76    21.467    20.224       25.88       81.34
 2055    388.34    677.61    19.716    18.595      129.93      364.82
 2056    711.11    678.65    20.868    19.625       44.94      141.26
 2057    227.19    679.76    20.796    19.389       48.04      175.60
 2058    242.29    679.61    20.056    19.142       94.97      220.34
 2059    216.15    681.48    21.507    20.010       24.97       99.11
 2060    635.54    681.37    19.130    17.926      222.86      675.51
 2061    721.32    681.41    19.564    17.999      149.37      631.39
 2062    168.44    682.65    20.224    19.099       81.38      229.22
 2063    182.09    682.46    20.074    19.991       93.42      100.79
 2064    255.55    682.15    20.041    18.794       96.29      303.75
 2065    333.30    682.10    20.822    19.136       46.89      221.63
 2066    349.39    682.50    21.890    20.522       17.54       61.83
 2067    433.53    682.74    20.369    19.330       71.19      185.41
 2068    508.91    681.88    19.644    18.707      138.85      329.15
 2069    611.72    682.57    19.933    19.022      106.32      246.16
 2070    768.02    682.41    21.001    20.109       39.79       90.42
 2071    291.74    684.74    19.977    18.873      102.16      282.34
 2072    707.92    683.77    21.303    20.661       30.11       54.39
 2073    560.67    684.24    20.492    19.680       63.59      134.30
 2074    234.30    686.13    20.637    19.376       55.64      177.61
 2075    341.78    684.97    18.139    16.427      555.09     2687.17
 2076    684.26    685.42    19.976    18.808      102.26      299.77
 2077    258.79    686.21    19.973    18.794      102.56      303.66
 2078    395.57    686.20    20.951    19.488       41.65      160.18
 2079    418.14    686.22    19.763    18.600      124.45      362.98
 2080    161.85    687.37    20.622    19.614       56.40      142.66
 2081    427.25    687.58    21.683    21.274       21.21       30.94
 2082    509.55    687.56    20.356    19.623       72.03      141.57
 2083    450.28    688.20    19.064    18.065      236.70      594.05
 2084     52.68    690.62    20.529    19.853       61.46      114.47
 2085    620.64    690.69    22.193    20.170       13.27       85.53
 2086    284.35    691.87    20.546    19.293       60.46      191.84
 2087    367.62    690.84    19.274    18.260      195.08      496.53
 2088    556.26    691.36    19.641    18.508      139.13      395.30
 2089    107.44    692.89    19.365    18.533      179.43      386.35
 2090    273.11    692.44    21.683    19.923       21.23      107.33
 2091    733.11    692.65    17.289    15.337     1214.26     7330.65
 2092    222.98    693.76    19.820    18.260      118.04      496.39
 2093    320.76    693.64    19.458    18.352      164.70      456.16
 2094    348.78    693.07    20.505    19.284       62.78      193.38
 2095    606.81    693.19    21.739    21.113       20.16       35.88
 2096    760.97    693.65    21.610    20.043       22.69       96.08
 2097     80.14    695.54    20.341    20.626       73.05       56.20
 2098    464.94    695.47    20.039    18.936       96.50      266.36
 2099    524.69    695.24    18.722    17.303      324.45     1198.60
 2100    560.72    695.04    19.432    18.609      168.69      360.14
 2101    596.51    695.09    19.251    17.780      199.31      772.59
 2102    508.16    696.73    19.066    17.939      236.36      667.50
 2103    537.76    696.30    19.342    18.390      183.25      440.73
 2104    753.47    696.41    20.042    19.027       96.22      244.95
 2105    788.46    696.65    19.912    18.619      108.40      356.65
 2106    132.47    697.16    19.413    18.541      171.67      383.46
 2107    262.44    698.00    21.107    20.156       36.08       86.58
 2108    305.36    697.01    19.878    18.475      111.88      407.36
 2109     95.86    698.76    20.233    19.108       80.71      227.39
 2110    409.25    698.86    21.392    20.617       27.74       56.66
 2111    704.48    698.36    20.306    19.155       75.41      217.79
 2112    139.74    699.85    20.146    19.760       87.43      124.69
 2113    177.42    699.25    19.349    18.278      182.17      488.48
 2114    383.88    699.51    20.532    19.335       61.24      184.57
 2115    423.45    699.15    16.892    15.500     1750.14     6307.50
 2116    450.69    699.38    17.822    16.916      743.68     1712.57
 2117    621.82    702.54    19.255    18.318      198.57      470.78
 2118    348.53    703.92    16.876    14.427     1776.52    16955.31
 2119    371.11    703.29    19.925    18.631      107.17      352.90
 2120    398.34    702.97    19.236    18.318      202.10      470.55
 2121    483.28    703.72    19.941    18.926      105.56      268.93
 2122    746.37    702.96    19.737    18.730      127.44      322.18
 2123     80.21    704.78    19.285    18.262      193.16      495.65
 2124    336.57    704.84    19.826    18.995      117.42      252.31
 2125    174.74    705.33    19.811    19.214      119.07      206.33
 2126    791.34    705.52    19.553    18.463      150.87      411.91
 2127    379.41    706.44    20.182    19.384       84.56      176.43
 2128    516.75    706.42    19.722    18.455      129.16      415.14
 2129    653.84    706.41    21.424    19.469       26.93      163.02
 2130    672.00    706.67    21.782    20.601       19.38       57.48
 2131    424.82    707.35    19.106    18.037      227.75      610.05
 2132    503.28    707.39    16.464    14.931     2596.32    10657.48
 2133    690.78    707.87    16.720    14.689     2051.30    13310.71
 2134    700.28    707.19    20.172    19.361       85.37      180.07
 2135    205.68    708.44    20.181    19.213       84.68      206.52
 2136    536.35    708.24    18.850    17.699      288.32      832.23
 2137    597.17    708.10    19.041    17.968      241.77      649.99
 2138    623.39    708.68    19.318    18.238      187.35      506.75
 2139     92.38    709.39    19.720    18.674      129.42      339.19
 2140    464.82    709.80    21.849    19.844       18.22      115.45
 2141    726.66    709.74    23.093    20.929        5.79       42.52
 2142    553.19    717.04    16.922    15.570     1702.24     5913.93
 2143    368.89    711.12    19.622    18.558      141.63      377.28
 2144    522.01    711.90    20.115    19.210       89.98      207.09
 2145    753.89    711.45    20.365    19.461       71.48      164.27
 2146    424.33    712.73    19.236    18.481      202.03      405.07
 2147    666.55    712.66    19.899    19.099      109.75      229.30
 2148    212.40    713.13    21.092    19.933       36.59      106.37
 2149    282.12    713.69    20.230    20.004       80.91       99.60
 2150    754.06    711.46    20.462    19.461       65.36      164.27
 2151    775.28    713.51    19.890    19.310      110.67      188.86
 2152    385.55    714.29    20.151    19.218       87.00      205.57
 2153    585.50    714.76    21.302    20.610       30.14       57.02
 2154     54.67    715.84    18.498    17.133      399.02     1402.58
 2155    358.40    715.93    19.656    18.727      137.31      322.94
 2156    476.36    715.09    19.289    17.867      192.51      713.40
 2157    698.43    715.07    20.196    18.774       83.50      309.45
 2158    792.87    715.64    19.846    18.454      115.26      415.41
 2159    338.98    716.26    20.066    18.859       94.08      286.11
 2160    466.71    716.43    20.570    19.164       59.17      216.06
 2161    529.67    716.60    20.766    21.106       49.37       36.10
 2162    552.19    716.47    16.819    15.570     1872.37     5913.93
 2163    614.18    716.68    21.786    20.166       19.30       85.84
 2164    648.81    717.73    19.359    18.529      180.46      387.60
 2165    397.60    718.09    20.783    19.732       48.63      127.95
 2166    573.89    718.97    20.834    19.952       46.40      104.51
 2167    657.00    718.44    23.695    20.044        3.33       95.99
 2168    648.94    717.73    19.401    18.529      173.61      387.60
 2169    726.54    718.97    20.500    19.231       63.11      202.98
 2170    486.59    720.39    21.899    20.760       17.40       49.67
 2171    508.12    720.33    19.704    18.897      131.28      276.23
 2172    565.50    720.68    22.318    20.968       11.83       40.98
 2173    242.57    721.57    21.487    20.057       25.43       94.89
 2174    580.65    721.77    19.093    18.234      230.59      508.83
 2175    720.90    721.56    19.741    18.625      126.95      354.90
 2176    380.41    722.25    18.805    17.516      300.66      985.20
 2177    681.26    721.60    20.660    19.517       54.44      156.03
 2178     87.32    723.25    19.587    18.760      146.32      313.40
 2179    333.52    723.70    20.309    19.347       75.24      182.47
 2180    390.18    723.13    20.774    19.999       49.03      100.12
 2181    529.88    723.40    19.511    18.458      156.91      413.73
 2182    447.07    724.90    21.378    19.716       28.11      129.84
 2183    495.24    723.93    20.503    19.596       62.94      145.13
 2184    536.65    724.63    22.266    20.028       12.41       97.45
 2185    268.38    726.40    20.213    20.209       82.17       82.52
 2186    409.23    727.21    17.886    16.476      700.94     2568.52
 2187    566.77    728.50    19.170    17.929      214.77      673.46
 2188    583.28    728.49    19.968    19.170      103.03      214.88
 2189    594.02    728.42    19.797    18.720      120.56      325.04
 2190    651.10    731.15    19.940    18.842      105.70      290.54
 2191    250.47    729.69    20.388    20.166       69.94       85.81
 2192    660.40    728.97    18.032    16.545      612.50     2410.49
 2193    342.14    730.38    19.853    18.763      114.51      312.33
 2194    478.66    730.82    19.658    18.576      136.98      371.20
 2195    555.04    730.47    22.032    20.426       15.38       67.54
 2196    720.31    730.05    20.850    19.479       45.71      161.52
 2197    192.04    731.65    19.466    18.678      163.60      338.01
 2198    431.47    731.34    21.482    19.658       25.54      137.05
 2199    579.32    731.25    20.012    19.759       98.92      124.84
 2200    651.10    731.16    19.940    18.842      105.70      290.54
 2201    150.82    732.13    19.835    18.865      116.46      284.39
 2202    328.25    732.09    20.832    19.561       46.49      149.89
 2203    667.55    732.59    20.160    19.068       86.27      235.93
 2204    101.57    733.54    20.505    19.715       62.83      130.07
 2205    232.53    733.93    22.009    20.566       15.71       59.38
 2206    273.46    733.47    20.096    18.265       91.55      494.28
 2207    376.70    733.92    19.635    18.513      140.02      393.42
 2208    438.08    733.41    19.740    18.727      127.04      323.04
 2209    507.29    733.30    18.502    17.303      397.40     1198.80
 2210    540.37    733.38    16.928    15.655     1693.24     5470.32
 2211    620.46    733.81    21.288    19.685       30.55      133.66
 2212    675.52    732.99    18.602    17.070      362.51     1486.05
 2213    387.53    734.11    21.861    21.354       18.01       28.73
 2214    728.91    733.99    19.086    18.227      232.00      512.05
 2215    361.80    736.52    21.538    19.823       24.25      117.71
 2216    284.05    737.76    19.227    18.349      203.73      457.40
 2217    476.61    737.69    21.307    19.626       30.00      141.07
 2218    466.10    738.74    19.474    18.332      162.26      464.74
 2219    669.05    737.90    20.364    19.201       71.52      208.80
 2220    447.96    739.62    20.506    19.173       62.75      214.23
 2221    413.88    740.50    19.565    18.969      149.23      258.52
 2222    554.23    740.69    21.171    19.745       34.01      126.51
 2223    238.62    741.25    21.333    20.075       29.30       93.32
 2224    545.61    741.22    22.514    21.022        9.87       39.03
 2225    153.11    742.01    19.802    18.631      119.99      353.00
 2226    140.33    743.18    18.579    17.114      370.12     1426.64
 2227    208.78    743.03    19.367    18.836      179.07      292.27
 2228    328.50    743.00    21.733    20.222       20.28       81.48
 2229    532.66    743.88    20.613    19.925       56.87      107.11
 2230    594.61    743.04    19.534    18.619      153.63      356.67
 2231    692.40    743.05    19.771    18.699      123.43      331.57
 2232     79.56    744.41    19.363    18.480      179.80      405.63
 2233    283.07    744.59    21.043    19.704       38.26      131.34
 2234    521.57    744.55    21.744    20.049       20.07       95.56
 2235    658.46    744.75    20.109    19.398       90.42      174.10
 2236    709.29    744.45    21.171    19.713       34.00      130.21
 2237    718.08    744.16    21.386    19.929       27.91      106.77
 2238    748.89    744.94    20.437    19.226       66.88      204.02
 2239    772.80    745.13    18.551    17.062      379.83     1497.17
 2240    350.10    746.95    20.880    19.918       44.47      107.83
 2241    577.50    745.99    17.374    15.499     1122.99     6316.11
 2242    305.66    747.55    20.342    19.604       72.96      143.98
 2243    557.77    747.68    17.837    16.993      733.12     1594.62
 2244    239.29    748.23    19.309    18.598      188.96      363.76
 2245    755.98    748.60    19.649    18.800      138.17      301.96
 2246    404.81    749.21    19.485    18.427      160.64      425.76
 2247    541.62    749.74    19.836    19.152      116.27      218.30
 2248    636.08    749.13    21.641    19.884       22.06      111.29
 2249    702.07    749.75    21.241    19.591       31.88      145.74
 2250    323.84    750.55    19.962    18.810      103.53      299.31
 2251    399.69    750.68    19.781    18.838      122.37      291.54
 2252    597.14    751.32    20.693    19.506       52.81      157.64
 2253    330.03    752.28    20.778    19.457       48.86      164.97
 2254    457.19    754.43    19.124    18.111      224.06      569.82
 2255    465.73    752.41    19.998    19.187      100.21      211.41
 2256    716.42    752.82    21.906    20.040       17.29       96.40
 2257    144.40    753.77    21.688    20.161       21.13       86.20
 2258    457.19    754.43    19.124    18.111      224.06      569.82
 2259    560.01    755.93    19.486    18.616      160.59      357.80
 2260    565.60    755.30    20.129    19.212       88.76      206.63
 2261    115.74    756.20    20.252    19.074       79.29      234.69
 2262    208.32    756.60    19.667    18.463      135.95      411.76
 2263    307.59    755.94    19.870    19.222      112.76      204.75
 2264    418.69    756.49    19.883    19.228      111.38      203.55
 2265    582.61    756.83    21.703    20.235       20.83       80.57
 2266    626.44    755.88    19.498    18.446      158.82      418.48
 2267    177.22    757.72    19.910    19.373      108.66      178.08
 2268    469.43    757.49    19.547    18.416      151.79      430.17
 2269    507.46    757.64    18.235    16.597      508.22     2296.28
 2270    621.24    758.91    20.663    19.223       54.30      204.59
 2271    434.32    759.40    19.773    18.816      123.22      297.61
 2272    441.31    759.47    20.203    19.381       82.91      176.85
 2273    202.11    760.59    20.815    20.071       47.22       93.64
 2274    122.90    762.73    20.018    19.668       98.33      135.81
 2275    593.60    762.33    20.672    19.653       53.83      137.69
 2276    391.99    763.64    21.617    19.935       22.54      106.19
 2277    565.19    763.30    19.021    18.128      246.39      560.55
 2278    145.35    764.50    20.235    20.072       80.51       93.62
 2279    180.35    763.92    19.619    19.011      142.09      248.66
 2280    493.71    764.99    17.271    15.437     1234.46     6687.53
 2281    676.63    766.09    19.710    18.869      130.64      283.36
 2282    424.18    766.38    18.964    17.560      259.65      945.97
 2283    447.62    766.92    19.859    18.898      113.83      275.82
 2284     75.78    767.58    17.464    15.594     1033.35     5784.55
 2285    213.40    767.61    20.548    19.697       60.37      132.24
 2286    228.67    768.08    19.773    18.462      123.26      412.12
 2287    111.66    769.45    20.470    20.374       64.85       70.88
 2288    400.08    769.21    20.378    19.517       70.60      156.08
 2289    739.55    769.64    20.508    19.136       62.61      221.55
 2290    780.45    769.29    20.393    19.146       69.64      219.59
 2291    471.10    770.45    21.458    20.991       26.11       40.13
 2292    578.54    770.31    20.954    19.962       41.52      103.52
 2293    727.32    770.06    20.124    19.211       89.22      206.79
 2294    457.61    771.74    20.362    19.334       71.67      184.72
 2295    492.13    771.56    18.550    17.210      380.27     1306.23
 2296    599.63    772.85    19.930    18.869      106.69      283.41
 2297    625.85    772.76    20.426    20.528       67.57       61.50
 2298    291.47    773.03    19.591    18.916      145.79      271.31
 2299    379.42    773.80    19.585    18.268      146.53      492.79
 2300    571.78    773.85    21.388    20.541       27.84       60.75
 2301     61.02    774.78    18.458    16.995      413.98     1591.74
 2302    504.74    774.24    19.846    18.678      115.21      337.98
 2303    529.12    775.59    20.544    20.224       60.60       81.39
 2304    585.40    776.17    20.826    19.402       46.74      173.49
 2305    766.86    776.35    16.948    15.615     1663.32     5674.44
 2306    327.80    776.90    19.777    19.267      122.81      196.45
 2307    424.31    777.64    17.760    16.000      786.95     3982.33
 2308    474.38    777.71    20.539    19.448       60.85      166.30
 2309    605.34    777.68    21.519    19.737       24.69      127.43
 2310    452.32    778.65    25.066    20.246        0.94       79.76
 2311    220.55    779.60    17.650    16.108      871.35     3605.11
 2312    594.30    780.68    20.735    20.160       50.82       86.30
 2313    680.75    781.04    18.177    17.411      536.09     1085.47
 2314    458.81    782.42    21.473    20.086       25.74       92.39
 2315    490.97    782.29    20.090    19.024       92.02      245.71
 2316    722.65    782.89    19.793    18.651      121.05      346.40
 2317    732.26    782.80    21.096    19.603       36.44      144.13
 2318    435.86    783.25    20.057    18.862       94.88      285.21
 2319    203.55    784.27    17.799    15.633      759.32     5580.30
 2320    389.10    784.05    20.980    19.545       40.57      152.09
 2321    520.71    783.93    20.452    20.108       65.93       90.50
 2322    163.52    787.75    20.920    21.065       42.84       37.49
 2323    176.68    787.76    18.549    17.148      380.43     1382.97
 2324    489.23    787.93    20.146    19.586       87.43      146.48
 2325    657.86    788.35    18.920    17.688      270.31      840.81
 2326    688.08    789.92    20.665    19.405       54.18      173.04
 2327    727.22    789.72    20.362    19.210       71.68      207.08
 2328    206.72    790.65    16.424    13.771     2693.53    31016.20
 2329    381.41    790.48    18.100    16.675      575.37     2138.67
 2330    792.38    790.59    19.982    19.470      101.70      162.93
 2331    557.90    791.49    19.681    18.356      134.15      454.74
 2332    601.84    791.53    21.040    20.004       38.36       99.60
 2333    265.52    792.85    20.369    20.044       71.19       96.01
 2334     61.97    795.92    18.499    17.453      398.49     1044.40
