# ID  X  Y  MAGNITUDE  FLUX
  736    758.40    232.10    19.555      150.62
  737    236.92    232.50    19.102      228.75
  738    651.93    233.07    21.537       24.27
  739    157.13    233.72    21.243       31.82
  740    468.17    233.86    19.582      146.90
  741    549.01    233.76    16.909     1723.92
  742    621.57    233.62    19.384      176.35
  743    100.32    235.32    20.452       65.95
  744    267.16    234.63    21.507       24.95
  745    448.90    235.41    19.179      213.11
  746    745.80    234.82    20.709       52.04
  747    201.39    235.95    19.945      105.21
  748    418.82    236.19    21.686       21.17
  749    274.13    237.71    20.264       78.42
  750    289.04    238.20    17.516      985.09
  751    667.63    237.90    19.516      156.15
  752    680.91    237.90    19.852      114.63
  753    787.08    238.19    19.647      138.48
  754    796.07    237.96    19.826      117.35
  755    577.47    238.52    19.131      222.56
  756      5.14    240.62    20.422       67.79
  757    460.30    239.53    21.025       38.92
  758    708.01    239.74    19.948      104.86
  759    745.86    240.04    21.097       36.40
  760    770.33    240.35    19.086      232.04
  761    184.03    240.71    21.079       37.02
  762    347.86    241.46    18.816      297.56
  763    396.11    245.28    21.223       32.41
  764    496.87    241.16    20.995       40.00
  765    715.02    241.03    19.007      249.64
  766    368.95    241.96    19.830      116.91
  767    427.40    241.59    19.355      181.06
  768    221.30    244.07    18.836      292.18
  769    374.99    243.27    19.030      244.31
  770    518.41    243.50    20.727       51.21
  771    190.81    244.04    19.882      111.43
  772    238.40    244.38    20.392       69.72
  773    341.72    243.74    20.726       51.24
  774    604.26    243.64    19.209      207.24
  775    656.11    243.59    20.152       86.97
  776    734.09    244.01    20.351       72.36
  777    756.00    244.38    19.520      155.55
  778     22.55    244.26    19.428      169.39
  779     76.71    244.59    19.449      166.18
  780    396.32    245.47    21.184       33.60
  781    624.92    245.39    17.226     1287.54
  782    661.67    244.82    20.082       92.72
  783    764.77    244.55    19.318      187.38
  784    779.38    244.60    19.938      105.88
  785    503.03    245.91    19.478      161.75
  786    578.35    246.22    21.094       36.52
  787    695.81    245.96    20.785       48.51
  788    713.71    245.66    19.243      200.75
  789    389.89    246.51    23.085        5.84
  790    770.20    246.62    19.203      208.36
  791    313.59    247.75    19.959      103.87
  792    434.82    247.85    21.022       39.00
  793    492.53    247.86    21.229       32.24
  794    741.79    248.18    17.653      868.50
  795    319.25    248.87    20.385       70.13
  796    789.62    248.86    22.898        6.93
  797    248.21    250.49    20.507       62.71
  798    361.13    250.25    20.503       62.91
  799    418.40    250.09    19.380      177.07
  800    443.20    249.81    20.315       74.82
  801    565.92    249.52    22.728        8.11
  802    593.96    249.63    18.843      290.40
  803    667.62    249.89    19.310      188.86
  804    723.96    249.90    20.054       95.11
  805    163.80    250.78    23.033        6.12
  806    293.80    250.66    19.770      123.61
  807    733.19    254.07    18.652      346.03
  808     46.62    252.09    20.322       74.33
  809    355.65    252.36    19.566      149.15
  810    761.35    252.26    20.504       62.85
  811    782.79    252.03    22.140       13.93
  812     57.84    252.99    20.627       56.12
  813    189.79    253.39    19.883      111.40
  814    285.68    252.92    19.410      172.11
  815    526.64    252.60    16.831     1851.31
  816    550.08    252.56    21.558       23.80
  817    647.60    252.87    20.629       56.01
  818    716.88    252.45    20.509       62.56
  819    617.70    253.79    21.167       34.12
  820    733.19    254.07    18.652      345.99
  821    376.33    254.82    21.592       23.08
  822    443.49    255.41    19.692      132.85
  823    500.86    255.02    20.240       80.20
  824    507.85    255.38    20.858       45.39
  825    669.00    255.34    18.820      296.54
  826    115.87    256.17    20.562       59.57
  827    152.80    255.79    20.838       46.23
  828    275.32    256.09    19.993      100.61
  829    343.20    255.68    20.802       47.77
  830    678.20    257.02    19.121      224.77
  831    792.99    256.34    20.673       53.79
  832    125.31    257.48    18.511      394.15
  833    247.27    257.31    21.094       36.53
  834    482.90    257.25    18.997      251.89
  835    635.32    256.85    21.593       23.06
  836     85.58    258.07    19.723      129.03
  837    207.22    258.15    19.508      157.27
  838    292.31    257.59    18.034      611.62
  839    219.64    258.66    20.061       94.52
  840    231.16    258.85    18.572      372.44
  841    774.89    259.41    19.477      161.89
  842     20.80    261.55    19.149      219.00
  843    581.53    259.95    21.300       30.21
  844    751.82    260.21    20.774       49.01
  845    764.52    259.69    21.122       35.59
  846     77.10    261.04    19.587      146.26
  847    472.29    261.33    20.356       72.07
  848    501.78    260.63    20.858       45.35
  849    572.49    261.06    19.398      174.13
  850    611.86    260.93    19.799      120.32
  851    738.86    261.22    19.911      108.56
  852    375.88    262.43    19.764      124.30
  853    668.73    261.14    18.739      319.36
  854    277.17    262.92    19.889      110.73
  855    316.27    262.95    20.210       82.38
  856    332.86    263.24    19.611      143.11
  857    531.89    262.71    19.968      102.98
  858    566.78    262.78    20.457       65.65
  859    653.45    262.95    19.666      135.96
  860    209.83    263.78    19.391      175.20
  861    264.87    263.59    19.625      141.23
  862    287.43    264.16    19.694      132.50
  863    647.45    265.31    19.388      175.79
  864    769.17    264.74    21.559       23.79
  865    143.86    265.37    22.453       10.44
  866    160.64    266.20    17.753      791.87
  867    282.02    266.49    20.062       94.45
  868    403.93    266.07    21.585       23.23
  869    416.99    266.02    19.783      122.13
  870    487.54    265.95    19.019      246.75
  871    514.73    265.79    20.041       96.30
  872    783.73    266.38    20.124       89.18
  873    103.23    270.04    19.223      204.52
  874    306.59    267.27    19.838      116.11
  875    339.79    266.61    19.870      112.73
  876    565.73    268.19    19.924      107.22
  877    596.59    267.64    19.738      127.34
  878    606.02    268.30    20.711       51.95
  879    210.03    268.75    19.146      219.56
  880    334.85    268.83    19.816      118.49
  881    442.54    269.12    22.571        9.36
  882    494.99    268.90    21.113       35.86
  883    558.78    268.88    21.247       31.72
  884    696.15    268.78    16.902     1734.31
  885    723.09    269.32    20.234       80.58
  886    103.21    270.04    19.223      204.52
  887    175.16    269.58    21.243       31.83
  888    199.81    270.20    21.958       16.47
  889    317.88    270.45    17.436     1061.11
  890    411.03    269.84    20.557       59.88
  891    535.23    270.20    19.383      176.48
  892    260.00    271.01    20.638       55.54
  893    372.05    271.23    18.975      256.92
  894    636.88    270.69    20.241       80.09
  895    670.99    270.68    19.636      139.89
  896    147.62    272.23    21.174       33.91
  897    460.51    272.00    19.549      151.49
  898    511.74    271.95    21.045       38.19
  899    549.69    272.07    17.368     1129.38
  900    756.64    271.64    20.040       96.42
  901    234.60    273.25    21.200       33.11
  902    306.02    273.10    20.491       63.62
  903    344.34    272.71    19.334      184.71
  904    397.79    272.90    20.108       90.54
  905    576.09    272.80    20.567       59.33
  906    431.74    273.98    20.296       76.16
  907    505.77    273.87    19.650      137.98
  908    771.09    274.19    21.805       18.97
  909    211.81    275.43    21.539       24.24
  910    426.05    274.82    19.731      128.15
  911    127.03    276.04    20.325       74.14
  912    173.03    276.35    20.784       48.59
  913    190.18    275.99    20.728       51.16
  914    419.61    276.02    19.308      189.14
  915    240.22    276.57    21.131       35.29
  916    281.01    277.96    20.430       67.30
  917    307.89    278.48    20.981       40.52
  918    338.76    278.22    22.353       11.45
  919    411.60    277.86    20.522       61.83
  920    704.51    278.08    21.853       18.15
  921    784.86    278.28    20.662       54.36
  922     20.68    280.13    20.064       94.32
  923     85.98    279.45    20.542       60.68
  924    315.08    279.23    19.346      182.65
  925    439.71    279.31    21.634       22.20
  926    480.27    278.53    19.776      122.92
  927    505.01    279.14    19.284      193.35
  928    721.59    278.53    19.387      175.95
  929     19.84    280.12    20.286       76.86
  931    249.17    280.16    20.031       97.22
  932    594.83    279.92    17.393     1103.50
  933    656.80    279.50    18.881      280.30
  934     55.96    280.74    19.940      105.65
  935    354.25    281.02    18.096      577.65
  936    608.21    281.49    19.047      240.60
  937    735.75    280.95    19.891      110.54
  938    198.02    281.72    19.812      118.85
  939    388.74    281.90    19.960      103.77
  940    472.97    281.99    16.650     2188.24
  941    580.07    281.77    20.555       59.99
  942    664.57    282.15    20.560       59.70
  943    756.79    281.93    20.958       41.38
  945    300.32    282.97    21.477       25.65
  946    521.55    282.54    19.674      134.97
  947    617.24    282.70    23.605        3.61
  948    656.80    279.50    18.881      280.30
  949    360.86    284.28    19.674      135.00
  950    396.85    284.24    20.013       98.80
  951    416.95    284.80    16.910     1721.39
  952    451.06    284.75    19.986      101.31
  953    100.09    286.03    19.689      133.22
  954    183.25    285.99    19.652      137.77
  955    284.79    286.41    20.299       75.94
  956    311.80    286.07    17.482     1016.92
  957    569.86    286.27    19.335      184.44
  958    790.46    286.24    16.531     2441.20
  959    165.08    286.86    19.213      206.54
  960    200.64    286.56    19.366      179.28
  961    463.25    286.58    18.571      372.89
  962    530.65    286.56    20.242       80.02
  963    644.17    286.62    21.385       27.92
  964    665.00    287.05    20.016       98.49
  965    677.89    287.04    20.775       48.97
  966    487.34    287.66    20.321       74.43
  967    523.09    288.00    19.866      113.13
  968     73.76    289.35    19.313      188.21
  969    175.65    288.88    21.087       36.76
  970    214.99    288.60    19.615      142.54
  971    505.74    288.78    20.347       72.65
  972    355.73    290.26    20.127       88.94
  973    586.70    290.19    21.317       29.74
  974    670.43    290.00    19.043      241.50
  975    716.63    289.66    19.631      140.50
  976    140.16    290.96    19.937      105.96
  977    430.32    290.83    20.423       67.75
  978    596.04    290.74    22.684        8.44
  979    261.05    291.81    22.592        9.19
  980    273.43    292.31    19.570      148.62
  981    296.77    291.82    19.966      103.17
  982    330.33    292.30    19.571      148.49
  983    442.39    292.42    18.350      457.10
  984    473.69    292.44    18.556      378.22
  985    660.02    292.43    21.066       37.46
  986    687.33    293.34    19.941      105.55
  987    163.48    294.13    19.449      166.11
  988    452.33    294.44    20.305       75.51
  989    514.16    294.22    22.546        9.59
  990    507.02    294.97    19.480      161.49
  991    605.05    294.94    18.595      364.60
  992    622.68    295.04    21.027       38.83
  993    754.72    294.70    18.314      472.45
  994     68.66    295.61    19.484      160.77
  995    232.10    295.94    19.603      144.16
  996    484.01    295.52    21.543       24.15
  997    611.19    295.76    20.077       93.11
  998    650.29    295.97    21.921       17.05
  999    326.98    297.46    19.718      129.61
 1000    359.05    296.61    21.635       22.19
 1001    572.90    297.11    20.109       90.47
 1002    694.49    296.59    18.997      251.82
 1003    384.28    297.90    18.849      288.65
 1004    426.90    298.15    23.473        4.08
 1005    587.58    297.72    19.180      212.73
 1006    733.18    298.31    20.450       66.04
 1007    135.52    298.88    19.432      168.75
 1008     10.59    301.23    19.601      144.35
 1009    172.27    301.11    21.178       33.78
 1010    343.81    301.39    21.598       22.96
 1011    585.07    301.36    19.488      160.24
 1012    674.43    300.96    20.254       79.17
 1013    778.93    301.40    19.345      182.85
 1014    238.91    301.75    19.678      134.55
 1015    508.70    302.15    20.016       98.56
 1016    522.92    301.99    19.585      146.61
 1017    601.01    302.06    21.045       38.18
 1018    667.60    302.11    18.857      286.47
 1019     87.83    303.43    20.724       51.32
 1020    114.66    302.62    19.311      188.57
 1021    296.02    302.69    19.470      162.98
 1022    473.60    307.36    18.932      267.45
 1023    563.48    303.02    21.459       26.09
 1024    612.54    303.14    21.335       29.23
 1025    650.21    302.67    20.380       70.46
 1026    660.17    303.27    19.377      177.58
 1027    785.66    303.40    19.699      131.89
 1028    463.09    304.40    19.728      128.51
 1029    546.84    303.76    19.656      137.29
 1030    725.48    303.68    20.996       39.96
 1031     95.92    304.62    19.999      100.13
 1032    442.10    304.90    21.147       34.76
 1033    577.19    305.99    19.484      160.86
 1034    711.06    304.91    21.204       33.00
 1035    200.01    306.14    20.857       45.42
 1036    593.07    305.86    21.002       39.73
 1037    742.26    305.80    21.043       38.28
 1038    400.45    306.93    20.211       82.32
 1039    473.18    309.41    18.847      289.32
 1040    483.25    307.12    19.493      159.49
 1041    204.89    309.29    19.668      135.78
 1042    204.88    309.30    19.668      135.81
 1043    215.83    309.38    20.041       96.27
 1044    663.45    309.12    19.542      152.41
 1045    701.06    308.55    19.055      238.71
 1046    378.97    310.16    23.585        3.68
 1047    689.74    309.72    21.037       38.49
 1048     66.76    311.02    19.870      112.69
 1049    421.92    310.66    19.850      114.86
 1050    542.79    310.77    19.215      206.05
 1051    644.67    310.74    23.356        4.54
 1052    790.02    310.99    19.214      206.28
 1053    256.62    312.37    20.595       57.79
 1054    317.60    311.96    19.990      100.96
 1055    384.88    311.80    21.369       28.33
 1056    428.83    311.93    20.981       40.52
 1057    529.88    311.67    19.281      193.87
 1058    774.81    311.95    19.664      136.28
 1059    152.27    312.73    19.937      106.00
 1060    239.51    312.76    18.521      390.62
 1061    289.91    313.08    20.115       89.96
 1062    295.62    312.48    19.984      101.50
 1063    329.80    313.33    21.224       32.40
 1064    393.78    312.50    21.802       19.01
 1065    414.95    313.18    19.980      101.87
 1066     83.78    314.34    19.823      117.68
 1067    522.30    314.17    20.009       99.21
 1068    751.42    313.52    20.853       45.60
 1069    280.16    315.34    19.098      229.56
 1070    671.84    315.05    17.418     1078.03
 1071    745.16    315.54    20.860       45.31
 1072    548.70    316.67    18.163      543.01
 1073    576.98    317.38    18.852      287.89
 1074    716.59    317.21    19.834      116.50
 1075    230.13    318.20    19.525      154.88
 1076    494.85    318.00    18.392      439.92
 1077     76.61    319.46    21.320       29.66
 1078    251.61    319.25    22.398       10.98
 1079    510.91    319.37    20.227       81.16
 1080    789.33    319.42    19.527      154.53
 1081     14.13    319.44    19.656      137.28
 1082    279.26    320.26    18.999      251.43
 1083    366.64    320.24    19.545      152.11
 1084    524.18    319.66    19.581      147.11
 1085    201.19    320.57    20.721       51.48
 1086    342.84    320.96    22.399       10.97
 1087    403.73    321.45    20.341       73.03
 1088    518.80    321.11    19.356      181.00
 1089    534.58    321.02    20.824       46.81
 1090    222.19    322.10    22.501        9.99
 1091    376.05    322.27    19.011      248.75
 1092    469.78    322.04    20.650       54.95
 1093    795.17    321.58    19.967      103.12
 1094     71.21    322.87    19.988      101.13
 1095    149.24    322.62    21.001       39.77
 1096    556.93    322.53    19.231      203.07
 1097    731.43    322.81    21.303       30.13
 1098    768.69    323.26    19.359      180.51
 1099    417.65    323.88    21.138       35.05
 1100    501.26    324.32    20.431       67.23
 1101    675.83    323.79    21.442       26.50
 1102    320.84    330.20    19.332      184.99
 1103    688.59    324.99    18.010      624.89
 1104    111.42    325.70    21.133       35.24
 1105    264.67    325.56    19.637      139.74
 1106    425.71    325.93    19.292      191.87
 1107    488.09    325.53    19.871      112.58
 1108    721.21    325.87    19.410      172.22
 1109    100.66    326.85    20.503       62.89
 1110    237.25    327.46    19.738      127.31
 1111    646.67    327.34    16.989     1601.60
 1112    705.44    327.03    19.769      123.68
 1113     87.02    328.32    19.603      144.12
 1114    206.82    328.05    19.965      103.27
 1115    247.29    327.83    20.161       86.25
 1116    388.87    328.12    20.196       83.49
 1117    524.60    328.18    21.565       23.66
 1118    668.09    327.77    19.892      110.49
 1119    773.72    327.96    21.912       17.19
 1120    141.73    328.92    20.284       76.96
 1121    190.09    329.35    20.064       94.31
 1122    320.84    328.93    19.268      196.23
 1123    446.39    328.80    19.253      198.96
 1124    541.10    328.98    19.899      109.71
 1125    602.63    328.66    20.851       45.67
 1126    613.86    330.35    20.941       42.04
 1127    754.53    330.35    20.376       70.76
 1128    146.95    331.52    21.239       31.96
 1129    313.15    331.00    17.874      708.55
 1130    343.61    331.09    21.675       21.39
 1131    471.95    331.49    20.231       80.81
 1132    733.14    331.83    19.939      105.78
 1133    162.41    333.51    19.694      132.51
 1134    349.88    332.70    19.991      100.87
 1135    690.39    332.64    19.256      198.44
 1136    748.05    333.27    21.999       15.86
 1137    114.58    334.21    19.590      145.84
 1138    179.27    333.55    19.121      224.78
 1139    531.51    333.58    20.205       82.78
 1140    602.61    333.78    20.995       39.99
 1141    640.89    333.91    20.085       92.50
 1142    706.06    333.84    19.717      129.79
 1143    766.91    333.76    19.705      131.16
 1144    294.93    335.26    19.109      227.13
 1145    454.62    334.53    21.837       18.42
 1146    495.88    335.36    19.419      170.76
 1147    721.55    334.49    19.867      113.01
 1148     15.80    338.48    19.677      134.62
 1149    143.11    336.10    21.028       38.78
 1150    251.73    336.38    18.959      260.89
 1151    420.52    335.92    21.649       21.90
 1152    501.77    335.52    19.790      121.39
 1153    571.41    339.39    19.901      109.55
 1154    280.02    336.99    21.147       34.75
 1155    300.89    336.97    19.027      245.00
 1156    365.27    337.10    20.816       47.14
 1157    256.54    337.80    18.890      278.08
 1158    266.10    338.10    19.727      128.56
 1159    553.46    337.94    20.025       97.73
 1160    226.49    338.51    20.545       60.54
 1161    272.16    339.44    18.938      266.03
 1162    408.17    339.40    19.123      224.37
 1163    716.09    339.18    19.433      168.62
 1164    246.04    340.11    18.776      308.73
 1165    290.21    340.34    18.684      336.17
 1166    441.03    339.81    19.819      118.15
 1167    735.86    339.50    17.988      638.08
 1168    591.51    340.63    19.443      167.03
 1169    621.93    341.11    20.829       46.61
 1170    177.07    342.26    19.644      138.76
 1171    241.37    342.53    19.067      236.11
 1172    299.94    342.57    18.696      332.25
 1173    316.40    342.00    19.988      101.08
 1174    351.43    341.88    17.063     1495.38
 1175    415.92    341.69    20.093       91.80
 1176    603.19    342.17    20.169       85.61
 1177    149.83    343.01    21.141       34.98
 1178    478.25    342.75    17.001     1583.34
 1179    531.89    343.01    19.592      145.64
 1180    572.20    343.91    19.437      167.88
 1181    699.84    344.18    20.065       94.15
 1182    457.04    344.99    20.087       92.31
 1183    503.99    344.02    20.491       63.65
 1184    649.86    346.04    21.499       25.13
 1185    781.15    346.25    21.496       25.21
 1186    128.89    346.95    19.950      104.73
 1187    179.70    347.17    19.918      107.86
 1188    199.91    346.69    19.920      107.68
 1189    431.28    346.93    17.713      821.63
 1190    467.83    346.94    21.045       38.21
 1191    590.15    347.16    18.695      332.56
 1192    788.64    346.59    19.564      149.38
 1193     65.63    347.93    20.205       82.82
 1194    375.75    347.60    19.956      104.09
 1195    664.53    348.34    19.533      153.72
 1196    743.23    347.69    18.095      578.28
 1197    190.09    348.57    19.799      120.34
 1198    254.25    349.39    19.705      131.19
 1199    383.87    348.78    19.075      234.38
 1200    395.94    349.20    21.576       23.41
 1201    710.76    349.19    20.381       70.41
 1202    438.08    349.55    20.290       76.57
 1203    630.51    349.52    19.022      246.13
 1204     80.85    351.28    21.025       38.91
 1205    234.79    350.79    19.956      104.12
 1206    477.89    351.39    20.312       75.00
 1207    623.45    351.45    18.247      502.55
 1208     19.13    352.30    19.595      145.23
 1209    424.01    352.28    17.699      832.19
 1210    533.24    352.21    19.210      207.01
 1211    561.43    351.86    19.091      231.09
 1212    770.22    352.19    18.869      283.44
 1213    241.79    352.90    21.948       16.62
 1214    353.94    352.69    18.636      351.25
 1215    445.70    354.73    19.184      212.02
 1216    510.45    352.96    19.451      165.78
 1217    598.18    352.93    20.296       76.10
 1218    603.50    352.92    20.798       47.97
 1219    790.04    353.42    18.985      254.69
 1220    135.77    353.77    19.516      156.17
 1221    210.40    353.89    20.845       45.90
 1222    382.53    353.76    19.025      245.56
 1223    574.06    353.61    19.889      110.80
 1224    588.69    354.17    17.587      922.93
 1225    681.23    354.04    19.628      140.80
 1226    113.96    355.44    19.382      176.67
 1227    161.96    354.66    19.240      201.32
 1228    445.69    354.73    19.175      213.77
 1229    543.40    355.01    20.101       91.13
 1230    579.35    356.36    19.298      190.84
 1231    744.60    356.00    19.708      130.80
 1232     94.80    357.18    16.459     2609.52
 1233    336.25    356.60    20.891       43.99
 1234    490.49    357.10    21.510       24.89
 1235    657.93    357.03    19.174      213.92
 1236    171.50    357.82    19.632      140.39
 1237    554.47    358.05    20.383       70.28
 1239    703.93    357.54    21.763       19.72
 1240    329.90    358.92    19.584      146.76
 1241    648.91    359.46    21.476       25.67
 1242    689.36    358.76    22.179       13.44
 1243    715.08    359.08    20.723       51.38
 1244     84.87    359.78    19.453      165.56
 1245    198.68    360.40    18.936      266.42
 1246    450.75    360.12    19.354      181.22
 1247    535.19    359.80    20.455       65.74
 1248    582.47    360.05    19.217      205.68
 1249    478.89    360.73    20.688       53.04
 1250    519.95    361.04    22.005       15.77
 1251    228.66    361.75    21.248       31.67
 1252    589.84    362.18    20.141       87.83
 1253    198.68    360.40    18.936      266.42
 1254    323.67    362.76    21.264       31.23
 1255    499.65    363.10    21.928       16.93
 1256    680.85    362.45    20.369       71.16
 1257    142.61    363.92    21.068       37.38
 1258    303.23    363.85    18.848      288.95
 1259    460.23    364.22    20.456       65.69
 1260    789.81    364.29    23.372        4.48
 1261    230.42    366.77    20.156       86.65
 1262    403.33    365.28    19.726      128.67
 1263    550.82    364.92    17.858      718.79
 1264    647.86    367.24    19.979      101.98
 1265    668.70    365.21    21.300       30.21
 1266    282.64    366.39    18.864      284.60
 1267    287.95    365.85    19.207      207.59
 1268    567.74    365.85    19.875      112.24
 1269    609.81    366.14    20.125       89.15
 1270    124.84    367.13    19.627      141.05
 1271    449.33    366.48    18.920      270.35
 1272    524.14    367.41    20.537       61.01
 1273    560.85    366.95    19.253      199.00
 1274    628.02    366.53    16.532     2439.46
 1275    648.00    367.56    19.988      101.09
 1276    659.86    366.93    19.807      119.46
 1277    681.13    367.07    20.876       44.63
 1278    729.08    367.01    21.166       34.17
 1279    296.35    367.92    21.440       26.55
 1280    360.74    367.87    22.256       12.52
 1281    592.35    369.11    20.548       60.37
 1282     76.12    368.98    20.038       96.53
 1283    380.82    368.86    19.699      131.99
 1285    698.91    369.11    19.489      160.17
 1286    795.64    369.30    22.306       11.95
 1287    178.49    369.69    19.775      122.98
 1288    531.49    369.99    19.742      126.87
 1289     90.76    371.37    17.974      646.11
 1290    230.30    370.84    20.397       69.39
 1291    249.86    370.63    19.983      101.54
 1292    413.98    371.10    20.026       97.59
 1293    456.42    371.03    17.458     1039.67
 1294    612.65    371.04    20.482       64.16
 1295    691.96    370.59    19.593      145.42
 1296    368.17    371.63    19.507      157.40
 1297    387.39    372.01    19.669      135.59
 1298    404.19    372.14    18.789      304.98
 1299    435.91    371.93    21.242       31.85
 1300    563.92    371.97    19.338      183.91
 1301    583.98    373.13    17.386     1111.14
 1302    101.38    374.15    23.653        3.46
 1303    750.89    373.70    19.917      107.98
 1304    158.86    375.06    20.168       85.68
 1305    197.50    374.71    19.353      181.39
 1306    475.59    374.83    19.040      242.03
 1307    606.00    375.30    18.347      458.44
 1308    125.13    375.71    21.398       27.59
 1309    202.77    376.00    20.686       53.14
 1310    345.27    376.22    19.378      177.38
 1311    498.75    381.32    18.216      517.16
 1312    531.19    376.13    19.153      218.11
 1313    647.10    375.72    19.243      200.75
 1314    731.62    376.16    19.283      193.54
 1315    739.73    375.49    18.724      323.90
 1316    171.57    376.87    19.999      100.07
 1317    240.23    377.06    21.378       28.12
 1319    594.82    376.57    19.371      178.44
 1320    659.23    376.59    16.507     2495.98
 1321     75.69    378.32    20.593       57.89
 1322    227.33    377.77    19.720      129.42
 1323    526.28    377.93    19.300      190.51
 1324    578.42    378.20    19.240      201.37
 1325     91.97    378.83    17.720      816.61
 1326    374.55    378.89    21.321       29.62
 1327    454.97    379.44    19.563      149.53
 1328    397.12    380.39    19.580      147.22
 1329    475.63    380.27    18.905      274.21
 1330    279.04    381.01    21.553       23.91
 1331    286.95    381.16    19.895      110.16
 1332    585.01    381.18    18.997      252.00
 1333    497.98    382.37    18.108      571.44
 1334    522.16    383.03    20.008       99.26
 1335    612.94    382.39    17.878      705.81
 1336    715.64    381.83    20.099       91.25
 1337     68.79    382.67    20.589       58.11
 1338    135.17    382.75    20.162       86.17
 1339    369.23    382.76    20.802       47.78
 1340    769.48    382.69    19.324      186.32
 1342    508.82    384.11    19.690      133.02
 1343    642.80    384.20    19.568      148.85
 1344    213.90    385.33    21.219       32.53
 1345    633.44    384.81    20.239       80.21
 1346    709.95    384.90    18.166      541.34
 1347    153.12    386.13    18.747      316.96
 1348    206.74    386.32    21.175       33.89
 1349    239.33    386.74    20.406       68.78
 1350    254.60    387.45    19.667      135.94
 1351    289.98    387.43    19.051      239.60
 1353    100.67    387.64    18.562      376.17
 1354    132.49    387.91    19.500      158.52
 1355    282.91    390.88    18.744      317.86
 1356    356.67    387.94    21.856       18.10
 1357    363.95    387.96    19.806      119.61
 1358    666.13    388.41    20.657       54.59
 1359    312.32    389.64    21.274       30.92
 1360    328.85    388.85    19.678      134.49
 1361    420.45    388.84    20.973       40.80
 1362     41.61    390.46    19.916      108.07
 1363    268.37    390.31    18.996      252.12
 1364    306.71    390.29    20.612       56.90
 1365    373.99    389.84    19.670      135.51
 1366    398.97    389.95    19.074      234.57
 1367    774.81    389.80    19.632      140.40
 1368    184.18    390.89    20.218       81.84
 1369    282.91    390.88    18.744      317.86
 1370    383.76    390.74    20.173       85.30
 1372    739.59    390.66    20.872       44.77
 1373    555.62    391.96    20.404       68.94
 1374     52.34    392.87    19.409      172.39
 1375     73.14    392.48    20.296       76.15
 1376    159.86    393.09    22.500       10.00
 1377    442.28    393.25    16.584     2324.15
 1378    531.26    393.27    19.372      178.37
 1379    687.75    392.99    19.712      130.38
 1380    127.75    394.37    19.705      131.19
 1381    321.79    394.43    20.410       68.55
 1382    343.15    393.83    21.226       32.33
 1383    548.18    394.28    17.059     1501.73
 1384    712.04    393.91    19.333      184.79
 1385    498.59    394.94    19.415      171.38
 1386    572.08    395.00    19.491      159.87
 1387    773.00    394.99    19.207      207.58
 1388    779.29    395.16    19.360      180.22
 1389    287.89    395.61    19.574      148.10
 1390    349.87    396.08    20.204       82.84
 1391    399.51    396.14    18.862      285.24
 1392    584.38    395.80    20.422       67.82
 1393    611.89    395.78    20.070       93.74
 1395    703.86    396.11    22.075       14.79
 1396     78.43    397.01    21.498       25.17
 1397    331.84    397.53    21.768       19.63
 1398    370.92    396.63    19.053      239.20
 1399    389.19    397.20    20.743       50.46
 1400    232.18    397.72    20.506       62.74
 1401    132.70    399.32    20.077       93.19
 1402    434.46    398.98    19.478      161.81
 1403    657.62    398.56    17.245     1264.88
 1404    722.39    399.04    18.821      296.19
 1405    737.05    399.28    18.821      296.22
 1406    239.06    399.85    19.611      143.10
 1407    726.69    400.01    18.963      259.79
 1408    788.65    400.19    20.724       51.34
 1409     53.29    401.03    20.971       40.88
 1410    194.55    400.83    21.113       35.87
 1411    338.11    401.41    20.643       55.31
 1412    615.04    401.20    20.010       99.07
 1413    471.46    401.58    20.514       62.30
 1414    509.52    402.40    22.360       11.38
 1415    747.57    401.52    19.913      108.36
 1416    122.70    402.92    21.528       24.49
 1417    278.21    403.21    21.137       35.08
 1418    310.39    402.90    20.471       64.80
 1419    457.04    403.40    19.745      126.43
 1420    532.44    402.54    19.306      189.56
 1421    553.99    402.83    20.019       98.23
 1422    578.66    402.90    19.231      203.06
 1423    639.89    402.77    16.916     1712.73
 1424    149.92    404.14    19.483      160.98
 1425    210.80    404.09    19.913      108.32
 1426    268.61    404.10    19.820      117.98
 1427    358.78    403.56    19.698      132.06
 1428    448.11    404.04    21.740       20.13
 1429    599.63    403.94    19.225      204.09
 1430    674.40    404.14    20.183       84.46
 1431    708.45    403.86    22.162       13.65
 1432     70.46    405.00    21.549       24.01
 1433    128.80    404.64    19.836      116.35
 1434    176.40    406.15    19.509      157.22
 1435     59.74    406.26    20.362       71.64
 1436    177.01    406.06    19.512      156.74
 1437    226.90    407.37    20.127       88.98
 1438     82.65    408.48    19.661      136.63
 1439    285.77    409.24    22.201       13.17
 1440    441.94    408.63    19.671      135.37
 1441    454.87    408.76    19.879      111.75
 1442    665.38    408.79    19.862      113.56
 1443     94.66    410.27    19.737      127.36
 1444     94.68    410.27    19.740      127.05
 1445    188.14    409.96    20.447       66.22
 1446    492.80    409.87    19.958      103.91
 1447    524.91    409.54    17.051     1511.59
 1448    752.46    410.13    19.366      179.37
 1449    127.12    411.23    21.512       24.85
 1450    310.48    412.24    20.404       68.93
 1451    537.53    411.80    22.037       15.32
 1452    555.01    412.46    20.422       67.82
 1453    699.84    412.36    23.452        4.16
 1454    717.99    411.91    20.394       69.57
