# ID  X  Y  MAGNITUDE  FLUX
 1455    795.95    412.00    21.519       24.68
 1456     14.17    413.33    19.613      142.86
 1457    234.87    414.10    20.959       41.33
 1458    584.75    413.60    20.117       89.80
 1459    672.00    413.73    22.153       13.76
 1460    251.68    415.07    20.039       96.46
 1461    295.98    414.55    19.238      201.70
 1462    378.48    415.12    21.085       36.83
 1463    387.01    414.67    19.906      109.06
 1464    647.64    414.94    17.470     1028.38
 1465    733.83    415.33    19.902      109.43
 1466    784.86    415.17    23.883        2.80
 1467    316.89    416.19    21.029       38.77
 1468    479.13    415.88    18.220      515.21
 1469    547.80    415.87    18.907      273.69
 1470    562.18    416.01    19.703      131.43
 1471    579.16    415.73    20.397       69.37
 1472    664.21    416.45    20.165       85.89
 1473    758.68    416.19    19.710      130.63
 1474     68.30    417.26    20.072       93.58
 1475    338.83    416.59    19.357      180.82
 1476    431.96    416.72    21.476       25.68
 1477    468.02    416.82    19.495      159.24
 1478    791.91    417.23    23.376        4.46
 1479     57.34    416.99    19.848      114.99
 1480    329.19    418.32    19.786      121.81
 1481    356.32    417.60    20.093       91.77
 1482    440.84    418.28    20.614       56.83
 1483    682.83    417.74    18.623      355.51
 1484    176.41    419.20    20.395       69.53
 1485    290.95    418.55    19.685      133.72
 1486    534.59    418.85    18.519      391.13
 1487    156.67    419.43    22.443       10.54
 1488    281.76    419.66    20.217       81.86
 1489    362.45    419.74    20.483       64.07
 1490    507.78    420.10    19.796      120.62
 1491    594.99    420.09    20.807       47.57
 1492    382.55    420.86    21.382       28.00
 1493    423.64    421.02    19.805      119.69
 1494    654.98    421.19    20.292       76.42
 1495    108.46    422.06    20.454       65.85
 1496    232.17    421.85    19.827      117.27
 1497    347.07    421.96    20.592       57.99
 1498    514.81    421.81    20.535       61.11
 1499    216.67    423.46    20.904       43.48
 1500    391.37    422.76    19.700      131.77
 1501    620.29    423.36    17.747      796.65
 1502      3.29    422.45    19.428      169.39
 1503     75.58    423.55    23.239        5.06
 1504    248.76    424.22    22.241       12.69
 1505    565.83    423.70    21.287       30.55
 1506    737.59    424.27    19.818      118.29
 1507    788.08    424.46    21.357       28.67
 1508    364.82    425.35    20.828       46.66
 1509    482.80    424.60    20.454       65.83
 1510    583.32    424.83    20.824       46.80
 1511    727.27    424.84    19.803      119.85
 1512    185.26    425.91    22.341       11.58
 1513    373.35    425.61    20.524       61.71
 1514    400.96    426.31    18.140      554.71
 1515    414.64    425.65    21.105       36.13
 1516    687.19    426.26    20.733       50.93
 1517    158.68    427.07    21.728       20.36
 1518    422.04    427.12    21.030       38.73
 1519    527.71    427.06    20.550       60.25
 1520    698.70    426.79    19.059      238.00
 1521    777.95    427.58    19.127      223.50
 1522     56.16    427.85    20.400       69.19
 1523    553.75    428.54    19.572      148.29
 1524    605.57    428.62    20.249       79.48
 1525    640.98    429.53    22.682        8.46
 1526    243.58    429.95    20.055       95.06
 1527    391.19    433.04    18.976      256.91
 1528    478.87    429.92    23.101        5.75
 1529    682.60    433.46    19.692      132.83
 1530    752.53    429.93    19.596      145.14
 1531    771.90    430.16    20.176       85.00
 1532    620.27    431.02    19.445      166.68
 1533    737.63    430.73    19.628      140.86
 1534    114.88    432.06    17.818      745.87
 1535    174.04    431.75    19.701      131.70
 1536    222.61    432.21    20.863       45.16
 1537    290.52    432.50    21.060       37.66
 1538    442.91    432.22    20.665       54.18
 1539    463.67    432.37    19.473      162.55
 1540    391.20    433.04    18.976      256.91
 1541    404.36    433.04    20.384       70.21
 1542    423.30    432.75    20.916       43.03
 1543    574.78    433.34    20.204       82.88
 1544    592.97    433.13    18.565      375.08
 1545    682.60    433.45    19.692      132.83
 1546     47.25    433.62    19.445      166.78
 1547    541.13    434.40    19.716      129.94
 1548    652.94    433.60    20.349       72.53
 1549    764.93    433.92    19.339      183.90
 1550    610.06    434.82    21.318       29.69
 1551    643.77    435.91    18.966      259.16
 1552    516.39    437.15    19.187      211.49
 1553    601.01    437.03    21.752       19.92
 1554    633.03    437.08    18.391      440.19
 1555    716.31    437.28    23.542        3.83
 1556    788.88    437.28    20.245       79.78
 1557    139.33    437.89    20.562       59.59
 1558    204.90    438.34    16.574     2347.18
 1559    291.31    437.74    21.234       32.10
 1560    590.69    438.96    19.759      124.90
 1561    673.40    439.03    19.873      112.41
 1562    258.19    439.65    19.964      103.35
 1563    370.60    440.16    21.131       35.29
 1564    775.86    439.82    18.417      429.67
 1565      2.83    439.93    21.244       31.79
 1566    273.36    440.85    20.716       51.72
 1567    380.81    440.73    17.436     1060.45
 1568    166.49    441.56    19.873      112.38
 1569    240.88    442.13    21.126       35.44
 1570    323.88    441.92    21.272       30.98
 1571    347.90    442.09    20.330       73.80
 1572    466.22    442.10    20.983       40.43
 1573    660.22    442.03    17.436     1060.31
 1574    689.89    441.58    20.750       50.11
 1575    750.90    441.79    17.868      712.67
 1576    178.38    442.73    18.975      256.93
 1577    448.39    443.45    18.809      299.44
 1578    576.51    442.74    21.026       38.88
 1581    733.89    442.74    23.080        5.86
 1582      8.94    444.48    22.712        8.23
 1583    680.23    443.67    19.729      128.35
 1584    183.78    445.01    20.351       72.37
 1585    523.19    445.21    20.070       93.74
 1586    393.26    445.75    20.971       40.90
 1587    428.15    446.39    20.752       50.03
 1588    635.75    446.31    19.702      131.56
 1589    207.03    447.44    19.013      248.31
 1590    222.56    446.66    21.813       18.83
 1591    249.13    447.02    21.807       18.93
 1592    273.82    446.94    19.363      179.74
 1593    299.44    447.30    19.485      160.73
 1594    334.51    446.73    20.343       72.94
 1595    627.01    446.87    19.841      115.77
 1596     85.24    447.93    19.441      167.34
 1597    356.08    451.88    19.425      169.81
 1598    366.96    448.35    20.400       69.16
 1599    467.57    447.90    19.145      219.76
 1600    561.92    448.00    19.933      106.40
 1601    231.95    449.45    20.393       69.64
 1602    341.05    449.46    21.369       28.33
 1603    418.64    448.63    18.850      288.28
 1604    504.65    448.22    19.189      211.15
 1605    595.47    448.76    19.648      138.25
 1606    149.01    449.89    19.239      201.56
 1607    612.31    450.34    20.464       65.24
 1608    718.94    450.05    21.676       21.36
 1609    196.99    450.62    19.632      140.33
 1610    459.25    451.04    20.313       74.94
 1611     96.14    451.81    22.372       11.26
 1612    265.09    452.37    18.426      426.06
 1613    356.11    452.35    19.424      170.03
 1614    376.82    451.70    20.003       99.75
 1615    581.26    451.91    20.514       62.31
 1616    126.62    452.44    22.585        9.25
 1617    215.20    453.31    21.135       35.15
 1618    427.21    453.49    19.578      147.49
 1619    517.65    453.21    20.338       73.24
 1620    623.22    453.51    19.280      194.04
 1621    657.21    453.00    21.132       35.25
 1622    640.14    453.86    17.131     1405.30
 1623    713.90    454.26    20.292       76.41
 1624    730.76    453.89    20.219       81.72
 1625    496.34    455.38    19.679      134.45
 1626    546.39    454.81    19.692      132.83
 1627    555.04    455.22    19.784      121.98
 1628    761.81    454.89    21.468       25.87
 1629     54.67    455.84    20.245       79.82
 1630    209.96    455.50    20.331       73.69
 1631    311.10    456.09    21.188       33.48
 1632    316.02    456.31    20.623       56.33
 1633    322.70    455.83    20.332       73.64
 1634    689.12    455.72    19.485      160.67
 1636    531.07    456.98    19.552      151.04
 1637    274.87    457.98    19.152      218.38
 1638    383.09    458.34    20.239       80.28
 1639    417.46    457.83    16.894     1748.08
 1640    604.78    458.01    18.720      325.04
 1641    722.44    458.47    19.400      173.83
 1642    354.10    459.10    18.768      311.12
 1643    522.86    458.95    20.303       75.68
 1644    522.23    458.99    20.276       77.53
 1645    683.25    462.46    18.759      313.58
 1646    747.02    458.52    21.598       22.95
 1647    248.00    459.70    20.211       82.36
 1648    362.07    459.67    24.593        1.45
 1649    389.31    459.98    20.840       46.13
 1650    438.12    459.85    18.968      258.65
 1651    471.85    459.85    20.132       88.53
 1652    670.12    460.26    22.141       13.92
 1653    698.75    459.79    20.256       78.98
 1654    331.47    460.57    20.198       83.34
 1655    568.40    460.60    20.264       78.43
 1656    659.84    461.16    20.983       40.42
 1657     97.24    461.77    19.792      121.12
 1658    217.77    462.46    20.229       80.98
 1659    286.83    462.42    20.677       53.58
 1660    303.09    461.95    21.228       32.28
 1661    556.31    462.41    21.020       39.07
 1662    683.25    462.50    18.760      313.40
 1663    792.03    461.76    21.604       22.83
 1664    380.74    462.88    19.760      124.71
 1665    169.19    463.64    19.854      114.36
 1666    251.91    461.57    20.072       93.61
 1667    354.78    464.37    18.910      272.96
 1668    405.89    465.40    17.982      641.63
 1669    484.77    465.00    19.433      168.63
 1670    645.00    464.78    21.038       38.45
 1671    466.86    465.50    18.493      400.76
 1672    567.41    466.26    20.052       95.35
 1673    624.00    465.82    19.551      151.23
 1674    700.53    465.62    20.761       49.61
 1675    275.25    466.92    20.238       80.33
 1676    447.26    466.62    20.711       51.95
 1677    495.23    466.80    24.788        1.22
 1678    523.77    466.85    20.820       46.99
 1679    575.87    466.69    19.113      226.30
 1680    417.90    468.38    20.633       55.83
 1681    600.48    468.44    19.901      109.56
 1682    712.65    467.98    19.292      192.04
 1683    745.79    467.48    19.752      125.63
 1684     90.60    468.91    20.014       98.75
 1685    206.81    468.90    16.944     1669.30
 1686    327.82    469.26    19.338      183.98
 1687    762.20    468.90    19.590      145.85
 1688    769.99    468.93    21.769       19.61
 1689    282.16    470.17    19.935      106.14
 1690    368.68    470.35    16.959     1645.32
 1691    390.60    470.38    19.690      133.09
 1692    605.68    470.36    19.783      122.10
 1693    678.77    470.07    21.206       32.93
 1694     24.93    470.54    20.332       73.67
 1695    142.40    470.59    19.789      121.42
 1696    339.33    471.22    16.638     2211.44
 1697    437.58    470.73    20.103       90.96
 1698    672.74    471.01    19.897      109.94
 1699    723.16    471.97    18.145      551.99
 1700    428.86    473.62    20.307       75.40
 1701    447.84    473.24    19.748      126.13
 1702    530.60    473.28    20.451       65.98
 1703    540.70    472.61    18.522      390.15
 1704    692.38    472.79    19.602      144.33
 1705    483.06    474.49    18.734      321.06
 1706    524.93    473.76    20.356       72.05
 1707    626.06    474.35    19.470      162.96
 1708    650.96    474.41    19.761      124.61
 1709    329.79    475.37    19.704      131.37
 1710    471.44    475.26    20.931       42.44
 1711    550.38    475.19    18.773      309.61
 1712    585.80    474.96    21.495       25.23
 1713    767.19    474.94    21.749       19.96
 1714    776.28    474.70    21.273       30.97
 1715    153.71    476.09    20.294       76.27
 1716    339.59    476.04    17.027     1546.26
 1717    399.83    476.10    20.302       75.74
 1718    498.56    476.25    19.325      186.15
 1719    509.00    476.34    19.393      174.94
 1720    665.34    475.87    19.776      122.91
 1721    142.71    476.78    18.565      374.88
 1722    391.40    476.97    19.822      117.83
 1723    622.50    476.48    19.771      123.50
 1724    796.98    476.85    20.338       73.24
 1725    412.66    477.78    21.048       38.09
 1726    489.91    477.68    19.689      133.15
 1727    497.08    477.23    19.249      199.79
 1728    597.03    477.73    16.768     1962.22
 1729    616.94    481.30    19.251      199.35
 1730    250.32    479.41    19.607      143.59
 1731    460.90    478.46    21.509       24.90
 1732    752.13    479.00    19.450      165.97
 1733    211.36    479.56    19.991      100.88
 1734    379.87    479.85    22.465       10.33
 1735    565.39    480.11    18.627      354.21
 1736    714.48    480.32    19.567      149.02
 1737    616.94    481.32    19.251      199.35
 1738    702.14    482.66    19.555      150.60
 1739    434.10    482.22    21.622       22.44
 1740    518.66    481.89    19.887      110.95
 1741    636.81    482.90    19.302      190.24
 1742    644.75    482.83    20.745       50.33
 1743    788.72    482.99    19.285      193.14
 1744    172.14    483.89    17.431     1065.97
 1745    284.55    483.58    19.408      172.45
 1746    325.60    484.11    18.991      253.34
 1747    393.05    483.80    20.095       91.66
 1748    498.33    484.18    21.027       38.83
 1749    696.83    483.85    19.319      187.24
 1750    179.57    485.37    20.747       50.27
 1751    478.44    484.97    21.338       29.15
 1752    534.84    485.80    19.961      103.61
 1754    627.74    486.33    19.643      138.96
 1755    751.45    485.82    21.250       31.62
 1756    101.87    487.07    19.603      144.08
 1757    347.16    487.47    19.463      163.93
 1758    356.73    486.79    20.318       74.61
 1759    386.43    487.53    20.048       95.69
 1761    734.68    486.95    20.194       83.64
 1762    262.46    488.77    21.094       36.49
 1763    292.86    489.46    19.623      141.53
 1764    668.97    489.11    20.503       62.93
 1765    213.58    489.52    19.554      150.83
 1766    273.89    490.16    20.991       40.13
 1767    382.85    490.14    19.942      105.52
 1769    782.81    490.20    16.899     1738.76
 1770    130.26    491.14    20.926       42.61
 1773    580.68    491.12    19.231      203.03
 1774    681.58    491.33    20.280       77.26
 1775    134.65    492.26    20.903       43.53
 1776    474.86    491.64    19.520      155.62
 1777    757.75    491.61    20.471       64.83
 1778    322.61    492.53    20.400       69.20
 1779    424.27    493.42    21.380       28.06
 1780    546.14    493.43    20.642       55.37
 1781    611.70    493.31    19.400      173.75
 1782    328.88    494.25    20.769       49.25
 1783    566.43    493.84    18.187      530.90
 1784    157.64    495.46    16.887     1758.26
 1785    268.51    494.66    19.921      107.56
 1786    459.65    495.25    20.898       43.74
 1787    489.62    494.91    17.623      893.17
 1788    523.60    494.67    16.958     1647.72
 1789     92.72    496.96    20.982       40.49
 1790    166.75    497.14    20.560       59.70
 1791    251.84    496.83    19.910      108.65
 1792    452.40    496.77    18.714      327.01
 1793    653.74    497.32    19.773      123.22
 1794    676.55    497.24    19.841      115.75
 1795    194.12    498.16    19.482      161.14
 1796    661.83    498.05    19.072      235.00
 1797    739.12    497.80    20.947       41.79
 1798    744.80    498.14    20.023       97.87
 1799    287.72    498.51    20.183       84.46
 1800    508.83    499.17    20.065       94.23
 1801     98.54    500.19    20.798       47.96
 1802    225.62    499.83    20.130       88.68
 1803    697.68    500.20    21.973       16.25
 1804    727.81    499.97    22.396       11.01
 1805    190.21    501.24    19.345      182.85
 1806    333.69    501.06    19.278      194.37
 1807    379.98    501.49    21.109       36.00
 1808    555.53    501.20    19.138      221.18
 1809    565.88    500.95    19.896      110.06
 1810    590.76    500.57    18.157      546.18
 1811    158.71    503.14    19.079      233.58
 1812    232.23    503.03    20.459       65.52
 1813    326.45    502.53    20.151       87.06
 1814    402.11    503.57    21.231       32.17
 1815    425.78    502.76    20.381       70.40
 1816    466.64    503.34    19.898      109.87
 1817    612.43    502.62    20.981       40.51
 1818    475.33    504.14    21.767       19.64
 1819    624.40    503.74    19.515      156.27
 1820    669.82    503.96    21.122       35.58
 1821    723.22    504.14    21.803       19.00
 1822    342.36    504.91    16.421     2702.29
 1823    523.97    506.35    19.392      175.02
 1824    536.79    505.78    16.609     2272.45
 1825    413.08    507.52    21.256       31.45
 1826    178.69    508.05    19.266      196.54
 1827    499.70    508.15    19.531      154.09
 1828    587.00    508.24    20.946       41.85
 1829    716.69    507.89    20.247       79.69
 1830     48.88    508.74    20.249       79.50
 1831    132.73    509.02    19.627      140.98
 1832    405.93    508.91    21.723       20.45
 1833    645.28    509.43    21.036       38.50
 1834    659.38    508.35    19.354      181.35
 1835    615.07    513.43    19.894      110.25
 1836    635.57    509.93    21.628       22.33
 1837    770.14    510.03    20.199       83.27
 1838     81.02    511.46    20.069       93.86
 1839    122.59    511.03    18.763      312.55
 1840    465.26    511.54    20.047       95.81
 1841    706.37    511.23    21.045       38.20
 1842     29.06    513.20    20.433       67.13
 1843    200.38    512.72    19.776      122.92
 1844    389.49    512.94    21.564       23.69
 1845    454.72    513.33    16.686     2116.08
 1846    615.07    513.43    19.893      110.31
 1847    699.95    513.20    20.391       69.74
 1848    788.34    513.21    17.294     1209.47
 1849    604.20    514.00    19.865      113.29
 1850    677.09    514.02    19.844      115.41
 1851    738.04    514.17    21.289       30.50
 1852    105.44    515.05    20.799       47.90
 1853    205.79    515.14    19.963      103.51
 1854    314.01    515.23    19.840      115.84
 1856    684.43    515.27    19.949      104.79
 1857     18.10    517.14    20.183       84.45
 1858    242.82    516.02    20.998       39.89
 1859    323.69    516.22    20.976       40.71
 1861    421.25    515.75    19.620      141.92
 1862    511.96    516.52    20.256       78.98
 1863    728.36    515.70    17.673      852.47
 1864    772.15    514.49    20.408       68.68
 1865    193.51    516.92    20.678       53.55
 1866    169.90    518.17    23.352        4.56
 1867    624.56    517.94    19.803      119.89
 1868    745.85    517.58    21.013       39.34
 1869    448.55    519.11    19.568      148.93
 1870    517.46    518.70    19.685      133.68
 1871    523.90    518.84    19.240      201.35
 1872    477.89    520.36    19.151      218.51
 1873    495.41    519.78    20.121       89.49
 1874    572.88    520.01    19.902      109.47
 1875    673.55    519.92    20.873       44.77
 1876    690.01    519.95    20.869       44.90
 1877     75.88    520.63    20.141       87.85
 1878    111.57    520.92    20.476       64.51
 1879    207.99    521.24    20.749       50.18
 1880    397.57    520.68    16.663     2162.31
 1881    484.09    521.34    18.737      319.95
 1882    589.93    521.42    20.026       97.61
 1883    506.90    521.65    20.786       48.48
 1884    647.11    521.64    16.868     1789.49
 1885    764.26    522.04    20.349       72.52
 1886    581.23    523.26    17.646      874.37
 1887    657.43    522.62    19.271      195.70
 1888    273.96    523.97    16.888     1757.91
 1889    632.31    523.66    17.843      728.91
 1890    741.20    523.60    19.684      133.77
 1891      1.33    524.82    22.336       11.63
 1892    264.60    524.60    19.253      198.93
 1893    750.92    524.92    19.697      132.20
 1894    775.21    525.33    18.881      280.21
 1895    384.11    526.08    19.751      125.83
 1896    421.21    525.89    20.867       44.99
 1897    495.83    526.12    19.265      196.78
 1898    705.76    525.62    19.134      222.11
 1899     63.97    527.09    19.061      237.44
 1900     90.77    530.71    19.175      213.82
 1901    177.73    527.37    20.273       77.78
 1902    243.78    526.87    19.626      141.06
 1903    412.85    526.74    19.400      173.80
 1904    775.30    525.23    18.884      279.40
 1905    562.24    527.88    18.463      412.07
 1906    621.13    527.66    21.320       29.66
 1907    256.56    529.06    18.749      316.52
 1908    369.84    528.76    20.879       44.49
 1909    449.72    528.80    19.086      232.01
 1910    467.63    528.82    18.260      496.42
 1911    587.53    529.42    20.217       81.87
 1912    600.24    529.17    20.326       74.08
 1913    613.13    528.66    20.138       88.03
 1914    657.99    528.86    19.429      169.16
 1915    733.58    528.99    22.807        7.53
 1916    127.58    530.32    21.378       28.10
 1917    408.88    529.64    20.003       99.76
 1918    629.13    530.15    20.062       94.46
 1919    715.90    530.25    21.211       32.77
 1920    106.75    530.91    21.240       31.93
 1921    330.36    530.97    19.278      194.42
 1922    685.97    530.64    18.026      616.28
 1923     20.07    531.68    21.448       26.34
 1924    134.83    532.46    20.639       55.51
 1925    170.62    532.22    20.673       53.83
 1926    228.88    531.98    19.820      118.05
 1927    506.23    531.93    19.532      153.94
 1928    538.34    531.58    18.557      377.66
 1929    652.00    531.84    20.390       69.82
 1930    783.75    531.92    19.500      158.52
 1931     50.07    532.32    20.340       73.14
 1932     89.63    533.88    19.548      151.67
 1933    244.62    533.90    19.639      139.47
 1934    295.35    534.50    20.032       97.09
 1935    365.72    533.86    21.549       24.01
 1936    545.74    534.41    18.829      294.00
 1937    708.02    534.36    21.976       16.20
 1938    792.72    534.41    20.132       88.52
 1939    188.23    535.35    21.524       24.56
 1940    311.06    535.26    17.570      937.79
 1941    399.47    534.70    20.783       48.62
 1942    479.05    535.50    19.839      115.94
 1943    553.78    537.83    19.818      118.29
 1944    586.03    534.80    20.659       54.51
 1945    656.89    535.19    21.042       38.31
 1946    761.61    534.77    16.712     2066.32
 1947    206.60    536.10    21.781       19.40
 1948    430.01    536.05    16.938     1678.21
 1949    468.47    535.57    19.296      191.33
 1950    517.26    535.55    18.104      573.11
 1951    726.85    536.44    18.265      494.32
 1952    234.75    537.00    20.707       52.16
 1953    251.20    537.38    20.480       64.30
 1954    563.18    536.80    23.749        3.17
 1955    595.33    536.80    20.307       75.35
 1956    290.01    538.57    19.415      171.45
 1957    421.73    538.46    19.242      200.96
 1958    738.72    537.78    19.393      174.96
 1959    124.57    539.44    21.497       25.19
 1960    180.66    539.16    22.473       10.26
 1961    303.57    539.12    19.269      196.01
 1962    667.51    539.22    18.564      375.28
 1963    244.21    540.54    19.347      182.56
 1964    256.22    540.41    19.873      112.43
 1965    337.65    540.30    16.830     1853.27
 1966    474.32    540.22    21.003       39.69
 1968    609.16    539.66    22.019       15.58
 1969    317.55    540.77    20.749       50.18
 1970    667.96    540.46    18.439      421.19
 1971    720.40    542.95    19.053      239.27
 1972    590.48    542.36    19.170      214.81
 1973    691.16    541.72    18.985      254.74
 1974    404.00    542.92    20.176       85.05
 1975    541.82    543.03    16.728     2036.65
 1976    553.63    542.85    20.077       93.19
 1977    720.32    542.96    19.049      240.14
 1978    271.18    544.25    21.342       29.04
 1979    570.64    543.73    16.004     3966.70
 1980    114.14    544.92    19.540      152.69
 1981    281.89    545.20    23.050        6.03
 1982    422.64    544.76    19.646      138.49
 1983    650.99    545.31    18.997      251.88
 1984    668.95    544.48    18.965      259.34
 1985    190.72    545.61    19.869      112.82
 1986    201.51    546.16    18.379      445.02
 1987    262.76    545.56    19.041      241.82
 1988    318.05    546.11    21.141       34.97
 1989    621.09    545.77    20.150       87.06
 1990    227.73    546.97    19.516      156.12
 1991    355.94    547.12    17.601      911.02
 1992    531.81    547.67    19.402      173.43
 1993    656.81    547.82    17.777      774.68
 1994    780.82    548.49    19.356      181.05
 1995    379.41    548.84    16.995     1592.56
 1996    475.90    549.16    21.104       36.17
 1997    491.54    549.09    17.672      853.81
 1998    703.70    549.09    20.466       65.09
 1999     84.20    549.81    17.715      820.53
 2000    769.94    550.17    19.733      127.87
 2001    516.72    551.22    19.940      105.67
 2002    600.68    550.53    18.604      361.71
 2003    635.87    550.66    19.111      226.75
 2004    727.37    551.16    19.709      130.74
 2005    755.89    551.36    19.092      230.68
 2006    359.71    552.54    19.056      238.66
 2007    448.14    553.02    21.069       37.35
 2008    548.17    553.15    19.831      116.81
 2009    600.68    550.53    18.604      361.71
 2010    327.89    553.55    19.352      181.59
 2011    429.77    555.42    20.706       52.21
 2012    631.14    555.37    19.237      201.95
 2013    703.22    555.09    21.149       34.70
 2014    750.98    554.93    18.678      337.98
 2015    175.03    555.81    20.806       47.59
 2016    192.40    555.96    20.334       73.52
 2017    236.74    555.77    19.551      151.20
 2018    264.05    553.03    19.581      147.13
 2019    149.68    556.90    20.182       84.56
 2020    574.37    556.85    20.776       48.92
 2021    550.30    558.40    19.652      137.82
 2022    652.34    558.05    20.065       94.21
 2023    139.89    559.17    20.717       51.68
 2024    245.53    558.00    20.550       60.24
 2025    330.71    558.65    19.701      131.73
 2026    421.87    558.87    20.078       93.05
 2028    734.96    558.81    20.631       55.93
 2029    276.27    559.92    19.771      123.46
 2030    318.57    562.93    20.271       77.89
 2031    543.84    560.22    20.418       68.03
 2032    614.67    559.75    20.550       60.25
 2033    292.88    561.45    16.791     1921.70
 2034    344.05    561.07    20.871       44.85
 2035    673.81    560.69    16.872     1783.19
 2036     31.55    566.21    17.497     1003.16
 2037    175.66    563.01    22.257       12.51
 2038    318.57    562.94    20.272       77.85
 2039    515.08    563.10    20.549       60.32
 2040    771.98    563.13    19.480      161.50
 2041    440.86    563.73    20.464       65.21
 2042    569.18    563.51    19.463      163.97
 2043    763.95    564.03    16.740     2013.39
 2044     69.57    564.64    20.143       87.62
 2045    407.61    564.79    19.465      163.61
 2046    501.48    564.82    20.088       92.18
 2047    532.42    564.99    21.757       19.83
 2048    605.18    564.75    20.967       41.04
 2049    622.49    564.47    18.481      405.00
 2050    636.59    564.90    21.119       35.67
 2051    649.00    564.56    18.548      380.97
 2052    719.37    564.58    19.727      128.57
 2053    114.59    565.88    19.567      148.97
 2054    151.77    566.42    21.038       38.44
 2055    212.74    566.21    20.601       57.47
 2056    380.67    566.30    21.631       22.26
 2057    406.54    565.56    19.459      164.56
 2058    596.57    566.72    20.425       67.59
 2060    688.21    566.92    19.996      100.37
 2061    756.13    567.28    19.960      103.72
 2062    206.46    568.43    19.130      222.79
 2063    431.79    567.77    20.649       55.02
 2064    455.00    568.19    19.703      131.49
 2065    484.62    567.68    20.129       88.79
 2066    104.07    569.09    20.338       73.26
 2067    326.94    568.69    19.872      112.48
 2068    333.76    568.40    20.553       60.07
 2069    707.21    569.57    23.210        5.20
 2070    776.13    568.93    19.597      144.92
 2071     51.05    570.01    19.912      108.42
 2072    574.85    570.41    21.469       25.86
 2073    393.77    571.05    19.500      158.51
 2074    524.74    571.14    20.154       86.77
 2075    547.34    571.51    20.359       71.83
 2076    616.75    571.18    20.129       88.84
 2077    158.13    573.27    21.026       38.86
 2078    272.66    572.54    21.134       35.18
 2079    529.69    573.36    19.085      232.32
 2080    633.59    572.96    22.487       10.12
 2081    448.18    574.10    19.527      154.58
 2082    673.01    573.92    19.113      226.40
 2083    791.97    573.77    18.652      346.07
 2084    165.74    574.97    19.113      226.37
 2085    370.35    575.34    21.211       32.77
 2086    509.96    575.24    19.968      102.96
 2087    588.56    575.12    21.447       26.38
 2088    596.82    575.14    19.230      203.21
 2089    694.10    581.31    17.530      972.44
 2090    422.22    575.83    19.675      134.85
 2091    565.61    576.12    19.328      185.65
 2092    719.84    576.32    21.629       22.31
 2093    767.00    575.91    20.511       62.43
 2094    392.73    576.54    19.872      112.55
 2095    504.68    577.07    18.794      303.56
 2096     93.78    578.28    21.088       36.70
 2097    481.74    577.89    20.479       64.32
 2098    516.69    577.52    19.855      114.32
 2099    643.42    576.87    20.250       79.40
 2100    779.64    578.39    20.971       40.91
 2101     51.74    578.49    19.780      122.51
 2102    607.71    578.97    18.079      586.91
 2103    112.24    580.54    19.898      109.84
 2104    159.05    579.64    20.269       78.04
 2105    272.11    580.05    21.581       23.32
 2106    288.79    580.06    20.845       45.91
 2107    386.90    580.49    21.491       25.32
 2108    436.26    579.96    21.192       33.37
 2109    544.82    579.64    20.974       40.77
 2110    690.48    579.48    17.198     1320.58
 2111    322.77    581.15    16.948     1662.97
 2112    477.33    581.06    20.571       59.08
 2113    786.07    580.81    20.382       70.35
 2114    744.43    581.49    19.304      189.79
 2115    152.99    582.91    19.870      112.70
 2116    225.39    582.53    22.127       14.10
 2117    490.05    583.12    18.304      476.97
 2118    618.84    582.92    20.627       56.14
 2119    705.41    582.95    21.525       24.55
 2120    730.47    583.15    21.381       28.02
 2121    634.23    584.04    19.281      193.84
 2122     43.62    584.97    19.008      249.36
 2123     95.79    585.05    19.968      102.98
 2124    194.89    585.21    20.290       76.56
 2125    202.88    585.33    20.779       48.80
 2126    340.90    585.01    20.994       40.03
 2127    787.03    586.24    20.345       72.78
 2128    420.96    587.04    19.559      150.06
 2129    443.64    586.98    17.393     1103.17
 2130    465.97    587.17    21.367       28.39
 2131    763.83    587.06    20.663       54.31
 2132     11.36    590.18    19.610      143.18
 2133    239.05    588.06    19.649      138.13
 2134    327.98    589.24    18.738      319.71
 2135    732.88    589.32    20.406       68.83
 2136    489.94    589.69    19.034      243.38
 2137    533.57    590.05    20.010       99.06
 2138    637.29    590.41    20.281       77.19
 2139    173.15    591.15    20.419       67.98
 2140    306.84    591.10    21.127       35.41
 2141    573.16    590.72    16.716     2058.72
 2142    738.67    591.33    20.027       97.53
 2143    411.19    591.94    20.438       66.81
 2144    555.49    591.91    19.014      248.01
 2145    586.87    592.01    20.894       43.91
 2146    598.33    591.84    20.712       51.91
 2147    656.06    591.73    19.773      123.27
 2148     18.31    594.54    19.159      216.91
 2149    722.97    592.98    22.701        8.31
 2150    534.96    594.40    19.859      113.84
 2151    625.61    593.54    20.543       60.67
 2152    162.01    595.10    21.270       31.04
 2153    324.23    595.13    19.885      111.16
 2154    336.27    595.10    21.491       25.33
 2155    449.42    595.05    20.548       60.37
 2156    477.96    594.81    19.639      139.41
 2157    777.70    594.83    18.607      360.71
 2158    170.26    595.72    20.187       84.18
 2159    298.98    596.20    22.336       11.63
 2160    488.49    596.47    20.297       76.10
 2161    756.86    596.91    21.627       22.35
 2162    191.07    598.10    24.676        1.35
 2163    229.30    597.69    20.011       98.99
 2164    699.58    598.15    23.291        4.83
