# ID  X  Y  MAGNITUDE  FLUX
  750    126.16    258.64    17.233     1279.13
  751    208.12    259.24    18.645      348.43
  752    293.08    258.75    16.233     3213.61
  753    678.82    258.17    18.255      498.83
  754    220.43    259.85    19.167      215.31
  755    232.18    259.93    17.368     1129.24
  756    582.10    261.04    20.202       83.01
  757    752.38    261.31    19.806      119.55
  758    765.06    260.82    20.116       89.87
  759    775.38    260.59    18.593      365.56
  760     78.09    262.17    19.080      233.36
  761    473.00    262.47    19.538      153.03
  762    502.48    261.75    19.881      111.63
  763    573.05    262.17    18.718      325.59
  764    612.44    262.00    18.726      323.16
  765    739.35    262.41    18.787      305.66
  766    669.29    262.27    17.884      701.79
  767    758.86    262.87    21.218       32.55
  768    278.05    264.04    19.045      240.92
  769    333.75    264.35    18.623      355.51
  770    376.64    263.57    18.834      292.60
  771    532.48    263.78    19.274      195.24
  772    567.37    263.81    19.570      148.57
  773    653.96    264.03    18.896      276.50
  774    779.51    264.44    18.748      316.85
  775    210.76    264.90    18.466      410.77
  776    265.74    264.70    18.639      350.16
  777    769.80    265.78    20.119       89.65
  778    145.05    266.79    20.793       48.18
  779    161.49    267.31    16.040     3838.01
  780    404.70    267.16    20.147       87.36
  781    417.83    267.20    18.946      264.02
  782    488.14    267.03    17.912      684.25
  783    515.26    266.85    19.131      222.63
  784    648.03    266.50    18.443      419.44
  785    104.15    271.18    18.384      442.97
  786    307.29    268.40    18.899      275.60
  787    340.61    267.76    19.076      234.25
  788    784.11    267.54    19.249      199.69
  789    566.20    269.29    19.617      142.32
  790    210.97    269.86    18.207      521.65
  791    443.08    270.12    20.347       72.64
  792    495.82    269.93    25.141        0.88
  793    540.49    269.66    18.569      373.68
  794    559.40    270.04    21.421       27.03
  795    606.81    269.55    20.112       90.17
  796    696.81    269.93    15.595     5783.21
  797    723.77    270.46    19.311      188.55
  798    176.05    270.67    19.703      131.50
  799    200.70    271.39    20.336       73.38
  800    411.87    270.96    19.755      125.36
  801    535.93    271.36    18.485      403.75
  802    260.87    272.08    19.432      168.77
  803    318.73    271.59    15.526     6160.90
  804    372.88    272.32    17.964      652.43
  805    637.40    271.81    19.060      237.79
  806    671.70    271.77    18.619      356.64
  807    683.90    272.22    20.742       50.47
  808    148.44    273.35    19.902      109.44
  809    335.75    269.97    18.983      255.16
  810    461.15    273.08    18.140      554.66
  811    512.25    273.27    19.854      114.41
  812    550.18    273.17    15.547     6039.50
  813    757.10    272.84    18.892      277.56
  814    306.85    274.17    20.116       89.86
  815    345.08    273.77    17.966      650.78
  816    398.43    274.06    19.155      217.79
  817    576.80    273.96    19.733      127.83
  818    432.31    275.09    19.541      152.58
  819    506.33    274.93    18.918      270.94
  820    771.68    275.38    20.635       55.73
  821    212.65    276.41    19.956      104.18
  822    426.60    276.17    18.517      391.96
  823    127.88    277.25    19.817      118.40
  824    191.00    277.10    19.452      165.71
  825    420.24    277.13    17.889      698.81
  826    173.94    277.50    19.436      168.09
  827    241.08    277.56    19.626      141.11
  828    250.04    281.34    19.145      219.73
  829    281.90    279.05    19.496      159.04
  830    412.28    278.97    18.993      252.78
  831    705.04    279.11    19.807      119.40
  832    788.95    291.51    15.092     9191.26
  833     86.89    280.47    19.800      120.20
  834    315.95    280.32    17.943      665.04
  835    440.27    280.41    20.850       45.72
  836    505.80    280.27    18.505      396.13
  837    722.09    279.70    18.491      401.42
  838    141.05    281.29    20.840       46.11
  839    178.60    280.77    20.743       50.44
  840    250.03    281.34    19.145      219.73
  841    595.40    281.01    15.508     6262.03
  842    657.41    280.65    17.973      646.61
  843     57.01    281.80    19.338      183.96
  844    355.03    282.12    16.307     2999.31
  845    736.17    282.06    19.061      237.50
  846    389.36    283.04    18.995      252.25
  847    473.58    283.10    13.785    30609.39
  848    580.76    282.97    20.242       80.06
  849    608.93    282.64    18.133      558.40
  850    665.02    283.23    19.693      132.69
  851    757.33    283.02    20.213       82.16
  852    301.17    284.12    21.446       26.41
  853    522.15    283.65    18.739      319.37
  854    565.32    283.60    18.370      448.55
  855    617.80    283.81    20.574       58.95
  856    657.41    280.65    17.973      646.61
  857    361.68    285.30    18.717      325.94
  858    397.62    285.37    19.346      182.72
  859    417.79    285.92    15.588     5816.79
  860    451.90    285.88    19.471      162.73
  861    716.09    285.76    18.840      291.09
  862    101.02    287.03    18.980      255.75
  863    184.09    287.05    18.506      395.91
  864    312.57    287.21    15.699     5252.66
  865    570.48    287.41    18.568      373.96
  866    790.96    287.40    14.656    13732.17
  867    166.01    287.97    17.681      846.27
  868    201.43    287.72    18.221      514.75
  869    285.50    287.54    19.209      207.25
  870    464.00    287.70    16.959     1646.14
  871    531.19    287.66    19.219      205.37
  872    644.85    287.77    20.096       91.50
  873    670.15    290.77    17.699      832.37
  874    678.42    288.00    19.530      154.13
  875    488.03    288.71    20.367       71.35
  876    523.89    289.14    19.025      245.40
  877     74.69    290.47    18.751      315.94
  878    176.46    290.04    19.994      100.52
  879    215.91    289.71    18.221      514.81
  880    506.37    289.92    19.778      122.68
  881    356.36    291.38    19.152      218.30
  882    587.55    292.20    19.664      136.30
  883    670.96    291.13    17.753      791.87
  884    717.06    290.77    18.695      332.69
  885    141.09    292.04    19.025      245.58
  886    431.07    291.88    19.778      122.63
  888    261.97    292.85    21.070       37.31
  889    274.14    293.39    18.598      363.83
  890    297.55    292.92    19.354      181.32
  891    331.06    293.40    18.644      348.81
  892    443.03    293.50    17.033     1537.10
  893    474.22    293.55    17.042     1525.05
  894    660.70    293.63    20.280       77.26
  895    687.93    294.49    19.006      249.81
  896    164.32    295.19    17.888      699.77
  897    514.86    295.37    21.136       35.12
  898    453.03    295.59    20.307       75.37
  899    507.86    296.13    18.469      409.58
  900    605.66    296.05    17.697      834.37
  901    622.54    295.52    19.650      138.04
  902    755.10    295.82    16.965     1636.84
  903     69.66    296.75    18.601      362.63
  904    232.98    297.03    18.524      389.47
  905    484.87    296.63    19.448      166.20
  906    611.82    296.96    18.979      256.18
  907    650.91    297.10    21.272       30.99
  908    359.84    297.74    20.100       91.17
  909    573.55    298.20    19.139      220.94
  910    694.99    297.71    17.651      870.45
  911    327.84    298.55    18.649      347.00
  912    385.06    299.00    17.467     1031.13
  913    588.13    298.84    18.362      451.91
  914    733.85    299.40    19.274      195.08
  915    136.27    299.93    18.734      320.95
  916    173.12    302.22    19.804      119.75
  917    585.81    302.44    18.651      346.32
  918    674.95    302.06    19.400      173.74
  919    239.83    302.86    18.287      484.40
  920    344.68    302.54    20.154       86.79
  921    509.18    303.26    19.190      210.77
  922    523.62    303.10    18.861      285.37
  923    601.72    303.16    21.798       19.09
  924    668.04    303.13    18.082      584.98
  925    779.38    302.56    18.397      437.68
  926     90.18    303.67    19.607      143.58
  927    115.56    303.71    18.434      423.02
  928    296.92    303.77    18.565      374.84
  929    563.98    304.09    19.766      124.10
  930    613.01    304.25    19.914      108.28
  931    650.88    303.83    19.231      203.02
  932    660.87    304.39    18.683      336.48
  933    463.86    305.48    18.819      296.64
  934    547.50    304.92    18.851      288.15
  935    726.00    304.82    19.589      146.05
  936    786.01    304.56    19.171      214.63
  937     96.87    305.64    19.524      155.04
  938    442.88    305.89    20.137       88.17
  939    711.57    306.03    19.875      112.24
  940    593.76    307.02    20.269       78.04
  941    742.83    306.96    19.889      110.77
  942    401.11    308.05    19.244      200.56
  943    473.75    310.65    17.911      684.91
  944    483.96    308.20    18.934      266.99
  945    529.92    307.63    17.894      695.80
  946    205.74    310.37    18.720      325.11
  947    205.73    310.38    18.720      325.08
  948    216.71    310.47    19.079      233.64
  949    664.00    310.22    18.590      366.36
  950    701.65    309.73    18.070      591.34
  951    690.24    310.92    20.585       58.35
  952     67.66    312.13    19.467      163.32
  953    422.77    311.75    18.813      298.29
  954    543.48    311.89    18.350      456.99
  955    645.23    311.81    23.189        5.30
  956    790.63    312.08    18.122      564.06
  957    257.34    313.48    19.398      174.14
  958    318.22    313.05    19.003      250.56
  959    385.74    312.86    20.237       80.40
  960    429.61    312.96    19.831      116.84
  961    530.44    312.74    18.089      581.30
  962    775.28    313.04    18.746      317.42
  963    153.13    313.84    18.885      279.19
  964    240.20    313.84    17.608      905.10
  965    290.79    314.15    18.928      268.34
  966    296.27    313.54    19.013      248.10
  967    394.51    313.69    19.986      101.30
  968    415.73    314.24    18.911      272.68
  969     84.74    315.35    18.502      397.24
  970    330.55    314.45    19.877      111.96
  971    522.97    315.28    19.051      239.58
  972    549.24    317.77    16.794     1916.62
  973    751.98    314.76    19.686      133.58
  974    281.01    316.41    18.248      501.96
  975    672.33    316.12    15.464     6524.52
  976    469.92    317.41    20.006       99.46
  977    745.74    316.58    19.704      131.35
  978    768.96    317.09    21.134       35.20
  979    449.29    317.81    18.921      270.08
  980    549.24    317.77    16.794     1916.62
  981    717.07    318.29    18.792      304.31
  982    231.05    319.27    18.112      569.07
  983    495.53    319.08    16.905     1729.10
  984    577.73    318.55    17.583      926.09
  985     77.55    320.45    19.805      119.64
  986    252.30    320.28    20.700       52.50
  987    511.81    320.29    19.315      188.00
  988    280.10    321.35    18.085      583.59
  989    367.21    321.31    18.466      410.72
  990    524.87    320.84    18.757      314.29
  991    789.93    320.59    18.698      331.77
  992    202.07    321.65    19.624      141.36
  993    343.63    321.95    20.444       66.46
  994    519.38    322.10    18.530      387.43
  995    535.32    322.19    20.442       66.58
  996    223.14    323.22    20.258       78.82
  997    376.88    323.41    17.607      905.88
  998    404.30    322.62    19.183      212.16
  999    470.46    323.11    19.377      177.49
 1000    795.33    322.65    18.790      304.79
 1001     72.16    323.94    18.935      266.72
 1002    150.09    323.75    19.665      136.15
 1003    557.73    323.68    18.294      481.26
 1004    732.00    323.99    20.823       46.84
 1005    769.10    324.33    18.241      505.46
 1006    418.31    325.06    19.939      105.73
 1007    502.01    325.42    19.571      148.40
 1008    689.06    326.08    17.185     1336.18
 1009    112.34    326.81    19.976      102.26
 1010    265.44    326.73    18.712      327.51
 1011    426.29    327.00    17.866      713.76
 1012    488.80    326.63    18.968      258.63
 1013    721.84    326.97    18.588      367.14
 1014    101.61    327.89    19.463      163.94
 1015    647.14    328.42    14.732    12801.72
 1016    705.98    328.12    18.679      337.71
 1017     87.99    329.38    18.465      411.33
 1018    238.05    328.63    18.932      267.33
 1019    248.09    328.89    19.473      162.44
 1020    389.63    329.19    19.158      217.22
 1021    525.21    329.22    21.145       34.84
 1022    603.30    329.78    19.462      164.12
 1023    668.78    328.87    18.946      264.05
 1024    142.66    329.98    19.120      224.85
 1025    191.00    330.40    18.938      266.02
 1026    321.68    329.99    18.275      489.84
 1027    447.08    329.89    18.252      500.18
 1028    541.85    330.02    19.100      229.07
 1029    614.43    331.47    19.497      158.97
 1030    663.20    331.40    20.144       87.58
 1031    754.98    331.47    19.244      200.54
 1032    175.29    331.92    18.196      526.53
 1033    313.99    332.07    16.243     3182.00
 1034    344.28    332.28    20.063       94.40
 1035    447.08    329.89    18.252      500.18
 1036    472.74    332.62    19.408      172.50
 1037    733.70    332.89    19.034      243.34
 1038    350.72    333.78    18.630      353.03
 1039    690.95    333.76    18.437      421.75
 1040    748.54    334.25    20.304       75.56
 1041    115.40    335.22    18.650      346.62
 1042    163.23    334.55    18.651      346.31
 1043    532.09    334.68    19.428      169.28
 1044    603.14    334.91    19.539      152.90
 1045    641.47    334.90    18.441      420.38
 1046    686.18    335.16    18.498      398.75
 1047    706.76    334.94    18.717      326.10
 1048    767.44    334.86    18.696      332.35
 1049    295.85    336.31    17.795      762.22
 1050    496.64    336.41    18.525      389.02
 1051    722.04    335.66    19.077      233.93
 1052    144.06    337.17    19.981      101.80
 1053    273.01    340.59    18.027      615.42
 1054    421.12    337.03    21.939       16.76
 1055    502.27    336.67    18.993      252.70
 1056    280.93    338.06    20.921       42.81
 1057    301.84    338.10    18.144      552.60
 1058    366.00    338.15    19.902      109.47
 1059    257.26    338.87    17.598      913.53
 1060    266.95    339.18    18.985      254.64
 1061    553.90    339.06    18.938      265.90
 1062    227.27    339.81    19.583      146.78
 1063    408.95    340.46    17.605      907.72
 1064    716.71    340.28    18.668      340.99
 1065    246.93    341.19    17.480     1018.60
 1066    273.01    340.54    18.013      623.60
 1067    291.00    341.41    17.715      820.03
 1068    441.90    340.90    18.992      252.94
 1069    538.25    341.03    20.692       52.85
 1070    736.38    340.57    16.693     2102.49
 1071    592.03    341.69    18.507      395.51
 1072    622.83    342.44    20.608       57.14
 1073    177.99    343.30    18.703      330.09
 1074    317.24    343.09    19.164      215.88
 1075    352.13    342.95    14.786    12181.18
 1076    416.73    342.86    19.160      216.86
 1077    603.90    343.28    19.395      174.59
 1078    150.61    344.06    20.043       96.07
 1079    478.98    343.83    15.570     5913.78
 1080    532.56    344.09    19.151      218.50
 1081    572.92    344.97    18.642      349.44
 1082    700.25    345.26    19.265      196.85
 1083    457.87    345.95    19.167      215.43
 1084    650.28    347.01    22.579        9.30
 1085    781.84    347.26    19.607      143.59
 1086    129.81    347.97    18.880      280.62
 1087    180.48    348.16    18.939      265.75
 1088    200.86    347.78    18.927      268.76
 1089    432.01    347.99    15.976     4069.95
 1090    468.41    347.98    20.093       91.78
 1091    572.92    344.97    18.642      349.44
 1092    590.87    348.26    17.323     1177.28
 1093    789.06    347.73    18.216      517.25
 1094     66.82    348.96    19.723      129.04
 1095    376.49    348.70    19.052      239.50
 1096    515.64    348.69    20.085       92.47
 1097    664.99    349.44    18.628      353.86
 1098    743.84    348.83    16.663     2162.29
 1099    191.01    349.68    18.723      324.11
 1100    384.61    349.84    17.684      843.74
 1101    396.79    350.19    20.287       76.76
 1102    710.63    352.41    18.998      251.74
 1103    255.07    350.52    18.687      335.01
 1104    630.70    350.67    18.377      445.86
 1105     81.87    352.34    19.497      158.88
 1106    235.60    351.86    18.978      256.40
 1107    694.46    351.35    17.769      780.85
 1108    354.69    353.67    17.649      871.40
 1109    424.80    353.37    16.230     3220.24
 1110    533.95    353.34    18.354      455.26
 1111    562.07    352.93    17.808      753.26
 1112    624.05    352.61    17.340     1159.04
 1113    770.84    353.29    17.943      665.07
 1114    242.49    354.00    20.367       71.31
 1115    511.04    354.06    18.572      372.44
 1116    598.89    354.04    20.127       88.96
 1117    604.11    353.93    20.550       60.27
 1118    136.71    354.83    18.571      372.89
 1119    211.00    354.96    20.020       98.16
 1120    383.20    354.85    17.949      661.57
 1121    574.72    354.74    19.135      221.92
 1122    589.19    355.25    15.959     4135.71
 1123    681.84    355.13    18.741      318.86
 1124    790.61    354.51    17.672      853.65
 1125    114.90    356.47    18.417      429.71
 1126    162.91    355.76    18.281      487.26
 1127    446.24    355.79    18.437      421.97
 1128    543.72    356.25    19.320      187.12
 1129    579.97    357.47    18.322      469.16
 1130    745.07    357.08    18.637      350.92
 1131     95.76    358.25    15.398     6932.49
 1132    337.03    357.61    19.601      144.40
 1133    491.15    358.13    19.726      128.66
 1134    619.94    357.94    19.136      221.70
 1135    658.61    358.08    17.837      733.21
 1136    172.26    358.85    18.505      396.29
 1137    313.40    359.22    18.742      318.66
 1138    554.99    359.10    19.403      173.25
 1140    330.74    359.99    18.446      418.24
 1142    715.66    360.16    19.491      159.80
 1143     85.90    360.87    18.600      363.23
 1144    199.50    361.45    17.915      682.16
 1145    451.30    361.16    18.481      405.30
 1146    535.93    360.84    20.081       92.79
 1147    649.58    360.62    20.492       63.54
 1148    479.01    361.73    19.500      158.56
 1149    520.58    362.10    20.037       96.65
 1150    229.37    362.78    19.850      114.81
 1151    590.44    363.23    20.590       58.09
 1152    681.33    363.37    19.604      144.02
 1153    500.22    364.16    20.264       78.45
 1154    143.42    364.86    20.139       87.98
 1155    304.03    364.95    17.517      984.03
 1156    404.01    366.35    18.628      353.82
 1157    551.46    365.97    16.408     2734.76
 1158    669.24    366.23    20.175       85.15
 1159    283.51    367.46    17.944      664.60
 1160    288.83    366.92    18.125      562.27
 1161    568.23    366.90    18.879      280.67
 1162    610.38    367.17    19.517      155.98
 1163    125.76    368.18    18.075      588.57
 1164    450.03    367.67    17.896      694.52
 1165    524.88    368.46    19.540      152.72
 1166    561.65    368.04    18.268      493.05
 1167    628.76    367.63    14.868    11291.75
 1168    648.59    368.76    19.178      213.29
 1169    660.42    368.00    18.813      298.34
 1170    297.08    368.90    19.877      111.95
 1171    592.85    370.31    20.494       63.45
 1172     77.13    369.95    18.947      263.65
 1173    381.57    369.93    18.280      487.55
 1175    699.43    370.13    18.570      373.40
 1176    796.01    370.42    20.473       64.71
 1177    179.20    370.78    18.843      290.17
 1178    532.11    371.08    18.947      263.87
 1179     91.65    372.47    16.591     2310.96
 1180    231.05    371.86    19.246      200.32
 1181    250.69    371.73    19.003      250.52
 1182    414.81    372.11    18.938      266.04
 1183    457.06    372.10    15.691     5291.49
 1184    692.65    371.65    18.723      324.26
 1185    368.97    372.72    18.642      349.33
 1186    388.13    373.07    18.609      360.16
 1187    404.86    373.06    17.654      867.84
 1188    436.77    373.00    20.198       83.33
 1189    564.65    373.00    18.759      313.53
 1190    530.80    376.62    17.845      727.75
 1191    584.75    374.23    15.477     6446.91
 1193    606.38    376.16    16.918     1708.66
 1194    751.46    374.78    18.932      267.51
 1195    198.32    375.79    18.496      399.65
 1196    476.16    375.86    18.052      601.44
 1197    606.74    376.31    16.914     1715.42
 1198    125.99    376.72    19.968      102.95
 1199    346.03    377.21    18.417      429.68
 1200    531.92    377.25    18.007      627.11
 1201    647.85    376.85    17.917      681.31
 1202    732.10    377.27    18.419      428.91
 1203    740.18    376.59    17.493     1006.75
 1204    172.33    377.89    18.921      270.24
 1205    241.01    378.12    20.209       82.52
 1206    511.33    377.99    20.597       57.71
 1208    659.88    377.68    15.195     8354.61
 1209     76.70    379.30    19.979      101.93
 1210    228.14    378.82    18.881      280.34
 1211     92.93    379.88    16.162     3428.59
 1212    375.16    380.03    20.102       91.04
 1213    397.95    381.40    18.800      301.98
 1214    455.81    380.55    18.519      391.09
 1215    476.21    381.29    17.859      718.75
 1216    279.90    382.11    20.326       74.03
 1217    287.87    382.23    19.007      249.57
 1218    585.95    382.12    17.799      759.11
 1219    498.80    383.46    16.747     2000.90
 1220    613.63    383.40    16.020     3908.71
 1221     69.62    383.72    19.361      180.13
 1222    136.04    383.68    19.148      219.20
 1223    370.10    383.79    19.857      114.09
 1224    769.97    383.76    18.287      484.53
 1225    509.48    385.14    18.409      433.02
 1226    522.75    384.19    19.218      205.59
 1227    643.46    385.17    18.651      346.27
 1228    214.80    386.34    19.665      136.16
 1229    633.99    385.91    18.879      280.83
 1230    710.61    385.94    16.776     1947.24
 1231    154.03    387.18    17.687      841.63
 1232    170.45    386.88    19.858      114.02
 1233    207.50    387.26    19.870      112.68
 1234    240.16    387.78    19.251      199.34
 1235    255.25    388.44    18.726      323.23
 1236    290.88    388.44    17.706      827.55
 1237    606.60    387.99    14.281    19396.16
 1238    781.71    387.61    20.097       91.45
 1239    101.53    388.69    17.037     1531.56
 1240    133.28    388.96    18.468      410.07
 1241    364.84    389.01    18.945      264.26
 1242    329.65    389.91    18.711      327.92
 1243    421.07    389.78    19.554      150.82
 1244    666.74    389.51    20.601       57.51
 1245    269.07    391.26    18.311      473.92
 1246    307.35    391.34    19.495      159.25
 1247    313.14    390.89    19.624      141.45
 1248    374.84    390.92    18.895      276.58
 1249    399.85    391.04    18.106      572.10
 1250    645.33    390.21    18.420      428.62
 1251    775.25    390.82    18.442      419.85
 1252    185.05    391.92    19.280      194.01
 1253    283.77    391.94    17.867      713.14
 1254    384.48    391.79    19.256      198.34
 1255    581.18    391.79    21.559       23.79
 1256    740.15    391.80    20.078       93.09
 1257    271.83    393.38    17.989      637.43
 1258     53.36    393.93    18.319      470.18
 1259     73.98    393.53    19.098      229.60
 1260    160.75    394.19    20.512       62.38
 1261    443.00    394.30    15.852     4560.57
 1262    531.91    394.37    18.700      331.18
 1263    688.23    394.02    18.314      472.29
 1264    128.69    395.33    18.859      285.93
 1265    322.57    395.45    19.372      178.29
 1266    344.11    394.96    19.740      127.03
 1267    548.90    395.32    15.244     7989.82
 1268    712.77    395.01    18.446      418.60
 1269    499.21    395.99    18.255      498.93
 1270    572.84    396.07    18.710      327.96
 1271    773.45    396.04    17.855      721.39
 1272    779.87    396.17    18.080      585.91
 1273    288.75    396.67    18.580      369.98
 1274    350.64    397.17    19.300      190.51
 1275    400.19    397.21    17.700      831.92
 1276    584.98    396.83    20.161       86.26
 1277    612.42    396.27    18.430      424.68
 1278     79.31    398.06    20.073       93.51
 1279    332.75    398.65    19.842      115.66
 1280    371.78    397.73    18.059      597.81
 1281    389.80    398.24    19.759      124.88
 1282    133.66    400.37    19.067      236.25
 1283    435.19    400.04    18.610      359.65
 1284    658.09    399.65    15.536     6101.75
 1285    737.70    400.36    17.558      948.33
 1286    239.97    400.85    18.569      373.51
 1287    477.15    401.32    19.616      142.49
 1288    727.14    401.09    18.166      541.63
 1289    789.03    401.18    19.462      164.07
 1290     54.26    401.87    19.772      123.34
 1291    195.21    401.73    19.973      102.50
 1292    338.91    402.46    19.492      159.65
 1293    615.78    402.22    19.341      183.47
 1294    202.19    402.98    20.319       74.55
 1295    385.11    403.14    20.397       69.38
 1296    510.17    403.35    21.021       39.06
 1297    748.01    402.60    19.165      215.69
 1298    123.58    403.93    20.326       74.04
 1299    278.88    404.34    20.346       72.71
 1300    311.17    403.94    19.364      179.58
 1301    457.78    404.45    18.763      312.35
 1302    533.01    403.66    18.515      392.82
 1303    554.76    403.80    19.244      200.60
 1304    579.14    403.94    18.398      437.13
 1305    640.53    403.82    15.596     5777.44
 1306    150.83    405.18    18.201      524.54
 1307    211.64    405.11    18.889      278.10
 1308    269.24    405.08    18.822      295.87
 1309    359.50    404.62    18.715      326.66
 1310    448.91    405.07    19.878      111.94
 1311    600.19    405.00    18.380      444.81
 1312    674.92    405.21    19.413      171.77
 1313    709.12    404.93    21.374       28.22
 1314     71.28    406.09    19.991      100.79
 1315    129.81    405.62    18.854      287.33
 1316    177.17    407.31    18.600      363.15
 1317     60.72    407.30    19.302      190.25
 1318    305.95    406.70    19.584      146.63
 1319    177.58    407.24    18.605      361.41
 1320    227.75    408.33    18.965      259.52
 1321     83.45    409.46    18.456      414.69
 1322    442.80    409.67    19.038      242.55
 1323    455.61    409.80    18.971      257.95
 1324    665.94    409.82    19.065      236.49
 1325     95.57    411.25    18.822      295.85
 1326    189.03    410.98    19.210      206.92
 1327    493.38    410.94    19.132      222.46
 1328    525.64    410.57    14.889    11075.52
 1329    752.92    411.16    18.045      605.54
 1330    128.08    412.33    20.010       99.10
 1331    297.51    415.58    18.201      524.46
 1332    311.12    413.24    19.194      210.06
 1335    718.68    412.94    19.312      188.51
 1336    358.68    414.12    19.604      143.98
 1337    555.88    413.58    20.118       89.71
 1338    235.64    415.10    19.565      149.24
 1339    585.40    414.65    19.117      225.52
 1340    672.31    414.93    20.823       46.84
 1341    252.39    416.10    19.016      247.42
 1342    296.84    415.62    18.164      542.64
 1343    379.05    416.11    19.787      121.67
 1344    387.84    415.76    19.048      240.23
 1345    648.14    415.99    15.811     4737.60
 1346    734.34    416.32    19.109      227.28
 1347    785.43    416.20    20.629       56.01
 1348    317.83    417.21    20.053       95.21
 1349    479.89    416.95    16.643     2202.56
 1350    548.38    416.91    17.909      686.22
 1351    562.88    416.97    18.872      282.57
 1352    579.84    416.77    19.339      183.80
 1353    664.85    417.47    19.485      160.67
 1354    759.11    417.17    18.622      355.95
 1355     69.25    418.18    19.106      227.88
 1356    339.69    417.67    18.416      430.01
 1357    432.78    417.58    20.491       63.64
 1358    468.85    417.84    18.599      363.58
 1359     58.44    417.87    18.924      269.34
 1360    330.05    419.37    18.808      299.80
 1361    357.06    418.73    19.265      196.84
 1362    683.32    418.79    17.560      946.41
 1363    176.99    420.08    19.326      186.01
 1364    291.84    419.57    18.648      347.29
 1365    535.13    419.87    16.940     1675.63
 1366    282.62    420.58    19.231      203.05
 1367    363.06    420.71    19.361      180.06
 1368    508.32    421.11    18.983      255.23
 1369    595.66    421.17    19.801      120.13
 1370    383.29    421.88    20.511       62.48
 1371    424.21    422.02    18.856      286.84
 1372    655.53    422.15    19.626      141.06
 1373    109.25    423.04    19.126      223.77
 1374    233.05    422.82    18.870      283.15
 1375    347.87    423.00    19.385      176.25
 1376    515.49    422.87    20.020       98.18
 1377    217.19    424.50    19.841      115.73
 1378    392.09    423.84    19.043      241.39
 1379    550.79    423.27    18.759      313.54
 1380    620.93    424.38    16.517     2471.99
 1381     76.72    424.67    20.791       48.25
 1382    249.73    425.27    20.788       48.37
 1383    566.42    424.81    19.763      124.43
 1384    738.07    425.25    19.086      232.04
 1385    365.48    426.27    19.511      156.90
 1386    483.34    425.62    19.774      123.11
 1387    583.92    425.79    19.962      103.60
 1388    727.85    425.83    18.730      322.21
 1389    788.72    425.60    20.515       62.23
 1390    186.23    426.92    20.327       74.02
 1391    374.04    426.64    19.912      108.47
 1392    401.82    427.33    16.467     2588.91
 1393    415.21    426.68    20.047       95.80
 1394    687.83    427.35    19.917      107.93
 1395    159.50    428.02    20.230       80.93
 1396    422.80    428.09    19.785      121.85
 1397    528.61    427.81    19.430      169.00
 1398    699.18    427.85    18.092      579.81
 1399     57.14    428.85    19.361      180.07
 1400    778.51    428.57    17.920      679.47
 1401    554.29    429.53    18.744      318.12
 1402    606.08    429.68    19.329      185.57
 1403    244.30    430.99    18.990      253.41
 1404    391.97    434.08    18.283      486.07
 1406    683.15    434.39    18.814      298.19
 1407    752.97    431.01    18.781      307.41
 1408    772.23    431.18    19.120      224.88
 1409    620.96    432.11    18.652      346.13
 1410    738.05    431.78    18.721      324.72
 1411    115.84    433.09    16.066     3744.88
 1412    174.91    432.77    18.993      252.73
 1413    223.39    433.19    19.556      150.59
 1414    443.74    433.23    19.553      150.90
 1415    464.23    433.35    18.483      404.44
 1416    791.09    432.56    19.319      187.28
 1417    796.04    432.64    20.515       62.24
 1418    291.21    433.56    19.517      156.04
 1419    391.97    434.08    18.283      486.07
 1420    424.06    433.72    19.847      115.16
 1421    575.48    434.41    19.893      110.39
 1422    593.71    434.16    17.730      809.22
 1423    683.16    434.36    18.813      298.30
 1424     48.31    434.60    18.430      424.68
 1425    653.75    434.57    19.192      210.51
 1426    765.48    434.98    18.173      538.04
 1427    610.70    435.42    20.452       65.96
 1428    541.88    435.60    19.002      250.72
 1429    517.05    438.16    18.305      476.30
 1431    633.75    438.14    17.123     1415.19
 1432    716.90    438.24    20.518       62.07
 1433    789.27    438.34    19.409      172.28
 1434    140.28    438.88    20.505       62.79
 1435    205.84    439.40    16.000     3981.93
 1436    292.13    438.60    19.649      138.15
 1437    537.09    438.63    19.632      140.30
 1438    549.03    438.85    21.290       30.47
 1439    591.20    439.97    18.849      288.72
 1440    673.93    440.09    19.360      180.24
 1441    259.05    440.61    19.021      246.47
 1442    371.26    441.09    19.524      154.99
 1443    776.32    440.84    17.570      937.15
 1444    274.06    441.86    19.592      145.59
 1445    381.53    441.74    15.513     6236.62
 1446    611.98    442.03    21.607       22.77
 1447    167.24    442.59    18.759      313.55
 1448    241.73    443.14    19.874      112.32
 1449    324.66    442.98    19.978      102.06
 1450    348.97    443.09    19.175      213.85
 1451    660.88    443.08    15.433     6711.54
 1452    690.52    442.65    19.953      104.45
 1453    751.41    442.82    16.510     2489.74
 1454    179.15    443.73    17.412     1084.05
 1455    449.09    444.47    17.940      666.58
 1457    680.89    444.66    19.337      184.23
 1458    523.90    446.26    19.186      211.56
 1459    394.04    446.80    20.452       65.96
 1460    428.94    447.43    19.897      109.94
 1461    636.21    447.28    18.571      372.80
 1462    223.29    447.70    20.303       75.64
 1463    250.00    448.01    20.144       87.57
 1464    274.65    448.02    18.516      392.44
 1465    300.18    448.30    18.415      430.61
 1466    335.22    447.74    19.135      221.87
 1467    505.25    449.19    18.221      514.85
